id,t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn,port
1,255184,36,rpm,675,434,36.3,36.3,3872,503,0,1208,1.172,1,COM6
1,255205,36,rpm,-524,434,36.3,36.3,3872,503,0,1208,1.172,1,COM6
1,255226,36,rpm,-860,434,36.3,36.3,3872,503,0,1208,1.172,1,COM6
1,255246,36,rpm,-200,434,36.3,36.3,3872,503,0,1209,1.172,1,COM6
1,255267,36,rpm,138,434,36.3,36.3,3872,503,0,1209,1.172,1,COM6
1,255288,36,rpm,545,434,36.3,36.3,3872,503,0,1209,1.173,1,COM6
1,255309,36,rpm,732,434,36.3,36.3,3872,503,0,1209,1.173,1,COM6
1,255329,36,rpm,813,434,36.3,36.3,3872,503,0,1209,1.173,1,COM6
1,255350,36,rpm,684,434,36.3,36.3,3872,503,0,1209,1.173,1,COM6
1,255371,36,rpm,787,434,36.3,36.3,3872,503,0,1209,1.173,1,COM6
1,255391,36,rpm,1083,434,36.3,36.3,3872,503,0,1210,1.173,1,COM6
1,255412,36,rpm,1198,434,36.3,36.3,3872,503,0,1210,1.173,1,COM6
1,255432,36,rpm,922,434,36.3,36.3,3872,503,0,1210,1.174,1,COM6
1,255453,36,rpm,385,434,36.3,36.3,3872,503,0,1210,1.174,1,COM6
1,255474,36,rpm,-942,434,36.3,36.3,3872,503,0,1210,1.174,1,COM6
1,255494,36,rpm,-745,434,36.3,36.3,3872,503,0,1210,1.174,1,COM6
1,255515,36,rpm,-103,434,36.3,36.3,3872,503,0,1210,1.174,1,COM6
1,255536,36,rpm,222,434,36.3,36.3,3872,503,0,1211,1.174,1,COM6
1,255556,36,rpm,628,434,36.3,36.3,3872,503,0,1211,1.174,1,COM6
1,255577,36,rpm,711,434,36.3,36.3,3872,503,0,1211,1.175,1,COM6
1,255597,36,rpm,745,434,36.3,36.3,3872,503,0,1211,1.175,1,COM6
1,255618,36,rpm,792,434,36.3,36.3,3872,503,0,1211,1.175,1,COM6
1,255639,36,rpm,815,434,36.3,36.3,3872,503,0,1211,1.175,1,COM6
1,255659,36,rpm,1066,434,36.3,36.3,3872,503,0,1211,1.175,1,COM6
1,255680,36,rpm,1347,434,36.3,36.3,3872,503,0,1212,1.175,1,COM6
1,255700,36,rpm,656,434,36.3,36.3,3872,503,0,1212,1.175,1,COM6
1,255721,36,rpm,283,434,36.3,36.3,3872,503,0,1212,1.176,1,COM6
1,255742,36,rpm,-1669,434,36.3,36.3,3872,503,0,1212,1.176,1,COM6
1,255762,36,rpm,-198,434,36.3,36.3,3872,503,0,1212,1.176,1,COM6
1,255783,36,rpm,-38,434,36.3,36.3,3872,503,0,1212,1.176,1,COM6
1,255804,36,rpm,466,434,36.3,36.3,3872,503,0,1213,1.176,1,COM6
1,255824,36,rpm,608,434,36.3,36.3,3872,503,0,1213,1.176,1,COM6
1,255845,36,rpm,776,434,36.3,36.3,3872,503,0,1213,1.176,1,COM6
1,255865,36,rpm,812,434,36.3,36.3,3872,503,0,1213,1.177,1,COM6
1,255886,36,rpm,698,434,36.3,36.3,3872,503,0,1213,1.177,1,COM6
1,255907,36,rpm,951,434,36.3,36.3,3872,503,0,1213,1.177,1,COM6
1,255927,36,rpm,1429,434,36.3,36.3,3872,503,0,1213,1.177,1,COM6
1,255948,36,rpm,937,434,36.3,36.3,3872,503,0,1214,1.177,1,COM6
1,255968,36,rpm,541,434,36.3,36.3,3872,503,0,1214,1.177,1,COM6
1,255989,36,rpm,-645,434,36.3,36.3,3872,503,0,1214,1.177,1,COM6
1,256010,36,rpm,-1118,434,36.3,36.3,3872,503,0,1214,1.178,1,COM6
1,256030,36,rpm,-86,434,36.3,36.3,3872,503,0,1214,1.178,1,COM6
1,256051,36,rpm,235,434,36.3,36.3,3872,503,0,1214,1.178,1,COM6
1,256071,36,rpm,556,434,36.3,36.3,3872,503,0,1214,1.178,1,COM6
1,256092,36,rpm,740,434,36.3,36.3,3872,503,0,1215,1.178,1,COM6
1,256113,36,rpm,822,434,36.3,36.3,3872,503,0,1215,1.178,1,COM6
1,256133,36,rpm,647,434,36.3,36.3,3872,503,0,1215,1.178,1,COM6
1,256154,36,rpm,842,434,36.3,36.3,3872,503,0,1215,1.179,1,COM6
1,256175,36,rpm,1055,434,36.3,36.3,3872,503,0,1215,1.179,1,COM6
1,256195,36,rpm,1082,434,36.3,36.3,3872,503,0,1215,1.179,1,COM6
1,256216,36,rpm,992,434,36.3,36.3,3872,503,0,1216,1.179,1,COM6
1,256236,36,rpm,162,434,36.3,36.3,3872,503,0,1216,1.179,1,COM6
1,256257,36,rpm,-1440,434,36.3,36.3,3872,503,0,1216,1.179,1,COM6
1,256278,36,rpm,-241,434,36.3,36.3,3872,503,0,1216,1.179,1,COM6
1,256298,36,rpm,31,434,36.3,36.3,3872,503,0,1216,1.18,1,COM6
1,256319,36,rpm,480,434,36.3,36.3,3872,503,0,1216,1.18,1,COM6
1,256339,36,rpm,721,434,36.3,36.3,3872,503,0,1216,1.18,1,COM6
1,256360,36,rpm,742,434,36.3,36.3,3872,503,0,1217,1.18,1,COM6
1,256381,36,rpm,724,434,36.3,36.3,3872,503,0,1217,1.18,1,COM6
1,256401,36,rpm,821,434,36.3,36.3,3872,503,0,1217,1.18,1,COM6
1,256422,36,rpm,861,434,36.3,36.3,3872,503,0,1217,1.181,1,COM6
1,256443,36,rpm,1075,434,36.3,36.3,3872,503,0,1217,1.181,1,COM6
1,256463,36,rpm,1320,434,36.3,36.3,3872,503,0,1217,1.181,1,COM6
1,256484,36,rpm,502,434,36.3,36.3,3872,503,0,1217,1.181,1,COM6
1,256504,36,rpm,-879,434,36.3,36.3,3872,503,0,1218,1.181,1,COM6
1,256525,36,rpm,-671,434,36.3,36.3,3872,503,0,1218,1.181,1,COM6
1,256546,36,rpm,-113,434,36.3,36.3,3872,503,0,1218,1.181,1,COM6
1,256566,36,rpm,243,434,36.3,36.3,3872,503,0,1218,1.182,1,COM6
1,256587,36,rpm,653,434,36.3,36.3,3872,503,0,1218,1.182,1,COM6
1,256608,36,rpm,670,434,36.3,36.3,3872,503,0,1218,1.182,1,COM6
1,256628,36,rpm,849,434,36.3,36.3,3872,503,0,1219,1.182,1,COM6
1,256649,36,rpm,806,434,36.3,36.3,3872,503,0,1219,1.182,1,COM6
1,256669,36,rpm,730,434,36.3,36.3,3872,503,0,1219,1.182,1,COM6
1,256690,36,rpm,1059,434,36.3,36.3,3872,503,0,1219,1.182,1,COM6
1,256711,36,rpm,1415,434,36.3,36.3,3872,503,0,1219,1.183,1,COM6
1,256731,36,rpm,671,434,36.3,36.3,3872,503,0,1219,1.183,1,COM6
1,256752,36,rpm,216,434,36.3,36.3,3872,503,0,1219,1.183,1,COM6
1,256773,36,rpm,-1466,434,36.3,36.3,3872,503,0,1220,1.183,1,COM6
1,256793,36,rpm,-205,434,36.3,36.3,3872,503,0,1220,1.183,1,COM6
1,256814,36,rpm,-7,434,36.3,36.3,3872,503,0,1220,1.183,1,COM6
1,256834,36,rpm,501,434,36.3,36.3,3872,503,0,1220,1.183,1,COM6
1,256855,36,rpm,617,434,36.3,36.3,3872,503,0,1220,1.184,1,COM6
1,256876,36,rpm,806,434,36.3,36.3,3872,503,0,1220,1.184,1,COM6
1,256896,36,rpm,782,434,36.3,36.3,3872,503,0,1220,1.184,1,COM6
1,256917,36,rpm,644,434,36.3,36.3,3872,503,0,1221,1.184,1,COM6
1,256938,36,rpm,987,434,36.3,36.3,3872,503,0,1221,1.184,1,COM6
1,256958,36,rpm,1373,434,36.3,36.3,3872,503,0,1221,1.184,1,COM6
1,256979,36,rpm,863,434,36.3,36.3,3872,503,0,1221,1.184,1,COM6
1,257000,36,rpm,567,434,36.3,36.3,3872,503,0,1221,1.185,1,COM6
1,257020,36,rpm,-424,434,36.3,36.3,3872,503,0,1221,1.185,1,COM6
1,257041,36,rpm,-1209,434,36.3,36.3,3872,503,0,1221,1.185,1,COM6
1,257061,36,rpm,-150,434,36.3,36.3,3872,503,0,1222,1.185,1,COM6
1,257082,36,rpm,115,434,36.3,36.3,3872,503,0,1222,1.185,1,COM6
1,257103,36,rpm,512,434,36.3,36.3,3872,503,0,1222,1.185,1,COM6
1,257123,36,rpm,736,434,36.3,36.3,3872,503,0,1222,1.185,1,COM6
1,257144,36,rpm,794,434,36.3,36.3,3872,503,0,1222,1.186,1,COM6
1,257165,36,rpm,680,434,36.3,36.3,3872,503,0,1222,1.186,1,COM6
1,257185,36,rpm,835,434,36.3,36.3,3872,503,0,1223,1.186,1,COM6
1,257206,36,rpm,1095,434,36.3,36.3,3872,503,0,1223,1.186,1,COM6
1,257226,36,rpm,1194,434,36.3,36.3,3872,503,0,1223,1.186,1,COM6
1,257247,36,rpm,948,434,36.3,36.3,3872,503,0,1223,1.186,1,COM6
1,257268,36,rpm,377,434,36.3,36.3,3872,503,0,1223,1.186,1,COM6
1,257288,36,rpm,-1172,435,36.3,36.3,3872,503,0,1223,1.187,1,COM6
1,257309,36,rpm,-657,435,36.3,36.3,3872,503,0,1223,1.187,1,COM6
1,257330,36,rpm,-77,435,36.3,36.3,3872,503,0,1224,1.187,1,COM6
1,257350,36,rpm,290,435,36.3,36.3,3872,503,0,1224,1.187,1,COM6
1,257371,36,rpm,647,435,36.3,36.3,3872,503,0,1224,1.187,1,COM6
1,257392,36,rpm,714,435,36.3,36.3,3872,503,0,1224,1.187,1,COM6
1,257412,36,rpm,746,435,36.3,36.3,3872,503,0,1224,1.187,1,COM6
