t,sp,unit,r_flw,f_flw,rpm,sps,top,cal%,vol_uL,mass_g,pumpOn
3772580,500,uL/min,425,499,13.1,1402,1392,0,41001,39.771,1
3772601,500,uL/min,399,499,13.1,1402,1392,0,41001,39.771,1
3772621,500,uL/min,352,499,13.1,1402,1392,0,41002,39.771,1
3772642,500,uL/min,306,499,13.1,1402,1392,0,41002,39.772,1
3772663,500,uL/min,-657,499,13.1,1402,1392,0,41002,39.772,1
3772684,500,uL/min,-4,499,13.1,1402,1392,0,41002,39.772,1
3772704,500,uL/min,-22,499,13.1,1402,1392,0,41002,39.772,1
3772725,500,uL/min,94,499,13.1,1402,1392,0,41002,39.772,1
3772746,500,uL/min,180,499,13.1,1402,1392,0,41003,39.773,1
3772767,500,uL/min,192,499,13.1,1402,1392,0,41003,39.773,1
3772787,500,uL/min,288,499,13.1,1402,1392,0,41003,39.773,1
3772808,500,uL/min,337,499,13.1,1402,1392,0,41003,39.773,1
3772829,500,uL/min,448,499,13.1,1402,1392,0,41003,39.773,1
3772849,500,uL/min,558,499,13.1,1402,1392,0,41003,39.773,1
3772870,500,uL/min,642,499,13.1,1402,1392,0,41004,39.774,1
3772891,500,uL/min,674,499,13.1,1402,1392,0,41004,39.774,1
3772912,500,uL/min,716,499,13.1,1402,1392,0,41004,39.774,1
3772932,500,uL/min,827,499,13.1,1402,1392,0,41004,39.774,1
3772953,500,uL/min,909,499,13.1,1402,1392,0,41004,39.774,1
3772974,500,uL/min,869,499,13.1,1402,1392,0,41004,39.774,1
3772995,500,uL/min,853,498,13.1,1402,1392,0,41005,39.775,1
3773015,500,uL/min,880,498,13.1,1402,1392,0,41005,39.775,1
3773036,500,uL/min,780,498,13.1,1402,1392,0,41005,39.775,1
3773057,500,uL/min,739,498,13.1,1402,1392,0,41005,39.775,1
3773077,500,uL/min,793,498,13.1,1402,1392,0,41005,39.775,1
3773098,500,uL/min,712,498,13.1,1402,1392,0,41006,39.775,1
3773119,500,uL/min,764,498,13.1,1402,1392,0,41006,39.776,1
3773140,500,uL/min,684,498,13.1,1402,1392,0,41006,39.776,1
3773160,500,uL/min,657,498,13.1,1402,1392,0,41006,39.776,1
3773181,500,uL/min,625,498,13.1,1402,1392,0,41006,39.776,1
3773202,500,uL/min,597,498,13.1,1402,1392,0,41006,39.776,1
3773223,500,uL/min,571,498,13.1,1402,1392,0,41007,39.776,1
3773243,500,uL/min,545,498,13.1,1402,1392,0,41007,39.777,1
3773264,500,uL/min,530,498,13.1,1402,1392,0,41007,39.777,1
3773285,500,uL/min,407,498,13.2,1403,1391,0,41007,39.777,1
3773305,500,uL/min,367,498,13.2,1403,1391,0,41007,39.777,1
3773326,500,uL/min,343,498,13.2,1403,1391,0,41007,39.777,1
3773347,500,uL/min,320,498,13.2,1403,1391,0,41008,39.777,1
3773368,500,uL/min,290,498,13.2,1403,1391,0,41008,39.778,1
3773388,500,uL/min,-536,498,13.2,1403,1391,0,41008,39.778,1
3773409,500,uL/min,-154,498,13.2,1403,1391,0,41008,39.778,1
3773430,500,uL/min,15,498,13.2,1403,1391,0,41008,39.778,1
3773451,500,uL/min,126,498,13.2,1403,1391,0,41008,39.778,1
3773471,500,uL/min,171,498,13.2,1403,1391,0,41009,39.778,1
3773492,500,uL/min,231,498,13.2,1403,1391,0,41009,39.779,1
3773513,500,uL/min,310,498,13.2,1403,1391,0,41009,39.779,1
3773534,500,uL/min,419,498,13.2,1403,1391,0,41009,39.779,1
3773554,500,uL/min,519,498,13.2,1403,1391,0,41009,39.779,1
3773575,500,uL/min,612,498,13.2,1403,1391,0,41009,39.779,1
3773596,500,uL/min,719,498,13.2,1403,1391,0,41010,39.779,1
3773617,500,uL/min,771,498,13.2,1403,1391,0,41010,39.78,1
3773637,500,uL/min,858,498,13.2,1403,1391,0,41010,39.78,1
3773658,500,uL/min,905,498,13.2,1403,1391,0,41010,39.78,1
3773679,500,uL/min,950,498,13.2,1403,1391,0,41010,39.78,1
3773700,500,uL/min,911,498,13.2,1403,1391,0,41011,39.78,1
3773720,500,uL/min,934,498,13.2,1403,1391,0,41011,39.78,1
3773741,500,uL/min,766,498,13.2,1403,1391,0,41011,39.781,1
3773762,500,uL/min,765,498,13.2,1403,1391,0,41011,39.781,1
3773783,500,uL/min,737,498,13.2,1403,1391,0,41011,39.781,1
3773803,500,uL/min,733,498,13.2,1403,1391,0,41011,39.781,1
3773824,500,uL/min,747,498,13.2,1403,1391,0,41012,39.781,1
3773845,500,uL/min,705,498,13.2,1403,1391,0,41012,39.781,1
3773865,500,uL/min,706,498,13.2,1403,1391,0,41012,39.782,1
3773886,500,uL/min,597,498,13.2,1403,1391,0,41012,39.782,1
3773907,500,uL/min,523,498,13.2,1403,1391,0,41012,39.782,1
3773928,500,uL/min,532,498,13.2,1403,1391,0,41012,39.782,1
3773948,500,uL/min,507,498,13.2,1403,1391,0,41013,39.782,1
3773969,500,uL/min,461,497,13.2,1403,1391,0,41013,39.782,1
3773990,500,uL/min,407,497,13.2,1403,1391,0,41013,39.783,1
3774010,500,uL/min,391,497,13.2,1403,1391,0,41013,39.783,1
3774031,500,uL/min,392,497,13.2,1403,1391,0,41013,39.783,1
3774052,500,uL/min,371,497,13.2,1403,1391,0,41013,39.783,1
3774073,500,uL/min,338,497,13.2,1403,1391,0,41014,39.783,1
3774093,500,uL/min,-661,497,13.2,1403,1391,0,41014,39.783,1
3774114,500,uL/min,-63,497,13.2,1403,1391,0,41014,39.784,1
3774135,500,uL/min,-5,497,13.2,1403,1391,0,41014,39.784,1
3774156,500,uL/min,85,497,13.2,1403,1391,0,41014,39.784,1
3774176,500,uL/min,182,497,13.2,1403,1391,0,41014,39.784,1
3774197,500,uL/min,200,497,13.2,1403,1391,0,41015,39.784,1
3774218,500,uL/min,267,497,13.2,1403,1391,0,41015,39.784,1
3774239,500,uL/min,386,497,13.2,1403,1391,0,41015,39.785,1
3774259,500,uL/min,451,497,13.2,1403,1391,0,41015,39.785,1
3774280,500,uL/min,613,497,13.2,1403,1391,0,41015,39.785,1
3774301,500,uL/min,704,497,13.2,1403,1391,0,41015,39.785,1
3774322,500,uL/min,828,497,13.2,1403,1391,0,41016,39.785,1
3774342,500,uL/min,746,497,13.2,1403,1391,0,41016,39.785,1
3774363,500,uL/min,865,497,13.2,1403,1391,0,41016,39.786,1
3774384,500,uL/min,942,497,13.2,1403,1391,0,41016,39.786,1
3774405,500,uL/min,904,497,13.2,1403,1391,0,41016,39.786,1
3774425,500,uL/min,841,497,13.2,1403,1391,0,41017,39.786,1
3774446,500,uL/min,803,497,13.2,1403,1391,0,41017,39.786,1
3774467,500,uL/min,775,497,13.2,1403,1391,0,41017,39.786,1
3774488,500,uL/min,738,497,13.2,1403,1391,0,41017,39.787,1
3774508,500,uL/min,690,497,13.2,1403,1391,0,41017,39.787,1
3774529,500,uL/min,696,497,13.2,1403,1391,0,41017,39.787,1
3774550,500,uL/min,767,497,13.2,1403,1391,0,41018,39.787,1
3774571,500,uL/min,623,497,13.2,1403,1391,0,41018,39.787,1
3774591,500,uL/min,548,498,13.2,1403,1391,0,41018,39.787,1
3774612,500,uL/min,499,498,13.2,1403,1391,0,41018,39.788,1
3774633,500,uL/min,549,498,13.2,1403,1391,0,41018,39.788,1
3774653,500,uL/min,517,498,13.2,1403,1391,0,41018,39.788,1
3774674,500,uL/min,493,498,13.2,1403,1391,0,41019,39.788,1
3774695,500,uL/min,453,498,13.2,1403,1391,0,41019,39.788,1
3774716,500,uL/min,454,498,13.2,1403,1391,0,41019,39.788,1
3774736,500,uL/min,402,498,13.2,1403,1391,0,41019,39.789,1
3774757,500,uL/min,385,498,13.2,1403,1391,0,41019,39.789,1
3774778,500,uL/min,339,498,13.2,1403,1391,0,41019,39.789,1
3774799,500,uL/min,291,498,13.2,1403,1391,0,41020,39.789,1
3774819,500,uL/min,-651,498,13.2,1403,1391,0,41020,39.789,1
3774840,500,uL/min,-127,498,13.2,1403,1391,0,41020,39.789,1
3774861,500,uL/min,43,498,13.2,1403,1391,0,41020,39.79,1
3774882,500,uL/min,218,498,13.2,1403,1391,0,41020,39.79,1
3774902,500,uL/min,202,498,13.2,1403,1391,0,41020,39.79,1
3774923,500,uL/min,243,498,13.2,1403,1391,0,41021,39.79,1
3774944,500,uL/min,311,498,13.2,1403,1391,0,41021,39.79,1
3774964,500,uL/min,416,498,13.2,1403,1391,0,41021,39.79,1
3774985,500,uL/min,552,498,13.2,1403,1391,0,41021,39.791,1
3775006,500,uL/min,711,498,13.2,1403,1391,0,41021,39.791,1
3775027,500,uL/min,725,498,13.2,1403,1391,0,41022,39.791,1
3775047,500,uL/min,755,498,13.2,1403,1391,0,41022,39.791,1
3775068,500,uL/min,871,498,13.2,1403,1391,0,41022,39.791,1
3775089,500,uL/min,931,498,13.2,1403,1391,0,41022,39.791,1
3775109,500,uL/min,841,498,13.2,1403,1391,0,41022,39.792,1
3775130,500,uL/min,900,498,13.2,1403,1391,0,41022,39.792,1
3775151,500,uL/min,791,498,13.2,1403,1391,0,41023,39.792,1
3775172,500,uL/min,754,498,13.2,1403,1391,0,41023,39.792,1
3775192,500,uL/min,684,498,13.2,1403,1391,0,41023,39.792,1
3775213,500,uL/min,644,498,13.2,1403,1391,0,41023,39.792,1
3775234,500,uL/min,764,498,13.2,1403,1391,0,41023,39.793,1
3775255,500,uL/min,589,498,13.2,1403,1391,0,41023,39.793,1
3775275,500,uL/min,606,498,13.2,1403,1391,0,41024,39.793,1
3775296,500,uL/min,599,498,13.2,1403,1391,0,41024,39.793,1
3775317,500,uL/min,604,498,13.2,1403,1391,0,41024,39.793,1
3775337,500,uL/min,619,498,13.2,1403,1391,0,41024,39.793,1
3775358,500,uL/min,562,498,13.2,1403,1391,0,41024,39.794,1
3775379,500,uL/min,540,498,13.2,1403,1391,0,41024,39.794,1
3775400,500,uL/min,489,498,13.2,1403,1391,0,41025,39.794,1
3775420,500,uL/min,453,499,13.2,1403,1391,0,41025,39.794,1
3775441,500,uL/min,414,499,13.2,1403,1391,0,41025,39.794,1
3775462,500,uL/min,377,499,13.2,1403,1391,0,41025,39.794,1
3775483,500,uL/min,373,499,13.2,1403,1391,0,41025,39.795,1
3775503,500,uL/min,315,499,13.2,1403,1391,0,41025,39.795,1
3775524,500,uL/min,-639,499,13.2,1403,1391,0,41026,39.795,1
3775545,500,uL/min,-78,499,13.2,1403,1391,0,41026,39.795,1
3775566,500,uL/min,19,499,13.2,1403,1391,0,41026,39.795,1
3775586,500,uL/min,173,499,13.2,1403,1391,0,41026,39.795,1
3775607,500,uL/min,217,499,13.2,1403,1391,0,41026,39.796,1
3775628,500,uL/min,265,499,13.2,1403,1391,0,41027,39.796,1
3775649,500,uL/min,315,499,13.2,1403,1391,0,41027,39.796,1
3775669,500,uL/min,424,499,13.1,1402,1392,0,41027,39.796,1
3775690,500,uL/min,576,499,13.1,1402,1392,0,41027,39.796,1
3775711,500,uL/min,631,499,13.1,1402,1392,0,41027,39.796,1
3775732,500,uL/min,739,499,13.1,1402,1392,0,41027,39.797,1
3775752,500,uL/min,739,499,13.1,1402,1392,0,41028,39.797,1
3775773,500,uL/min,796,499,13.1,1402,1392,0,41028,39.797,1
3775794,500,uL/min,937,499,13.1,1402,1392,0,41028,39.797,1
3775814,500,uL/min,901,499,13.1,1402,1392,0,41028,39.797,1
3775835,500,uL/min,774,499,13.1,1402,1392,0,41028,39.797,1
3775856,500,uL/min,824,499,13.1,1402,1392,0,41028,39.798,1
3775877,500,uL/min,650,499,13.1,1402,1392,0,41029,39.798,1
3775897,500,uL/min,620,499,13.1,1402,1392,0,41029,39.798,1
3775918,500,uL/min,646,500,13.1,1402,1392,0,41029,39.798,1
3775939,500,uL/min,700,500,13.1,1402,1392,0,41029,39.798,1
3775960,500,uL/min,725,500,13.1,1402,1392,0,41029,39.798,1
3775980,500,uL/min,637,500,13.1,1402,1392,0,41029,39.799,1
3776001,500,uL/min,630,500,13.1,1402,1392,0,41030,39.799,1
3776022,500,uL/min,650,500,13.1,1402,1392,0,41030,39.799,1
3776043,500,uL/min,540,500,13.1,1402,1392,0,41030,39.799,1
3776063,500,uL/min,512,500,13.1,1402,1392,0,41030,39.799,1
3776084,500,uL/min,552,500,13.1,1402,1392,0,41030,39.799,1
3776105,500,uL/min,509,500,13.1,1402,1392,0,41030,39.8,1
3776126,500,uL/min,505,500,13.1,1402,1392,0,41031,39.8,1
3776146,500,uL/min,434,500,13.1,1402,1392,0,41031,39.8,1
3776167,500,uL/min,406,500,13.1,1402,1392,0,41031,39.8,1
3776188,500,uL/min,407,500,13.1,1402,1392,0,41031,39.8,1
3776209,500,uL/min,364,500,13.1,1402,1392,0,41031,39.8,1
3776229,500,uL/min,-482,500,13.1,1402,1392,0,41032,39.801,1
3776250,500,uL/min,19,500,13.1,1402,1392,0,41032,39.801,1
3776271,500,uL/min,-13,500,13.1,1402,1392,0,41032,39.801,1
3776292,500,uL/min,67,500,13.1,1402,1392,0,41032,39.801,1
3776312,500,uL/min,166,500,13.1,1402,1392,0,41032,39.801,1
3776333,500,uL/min,234,500,13.1,1402,1392,0,41032,39.801,1
3776354,500,uL/min,308,500,13.1,1402,1392,0,41033,39.802,1
3776375,500,uL/min,380,500,13.1,1402,1392,0,41033,39.802,1
3776395,500,uL/min,492,500,13.1,1402,1392,0,41033,39.802,1
3776416,500,uL/min,623,501,13.1,1402,1392,0,41033,39.802,1
3776437,500,uL/min,642,501,13.1,1402,1392,0,41033,39.802,1
3776458,500,uL/min,700,501,13.1,1402,1392,0,41033,39.802,1
3776478,500,uL/min,662,501,13.1,1402,1392,0,41034,39.803,1
3776499,500,uL/min,734,501,13.1,1401,1393,0,41034,39.803,1
3776520,500,uL/min,758,501,13.1,1401,1393,0,41034,39.803,1
3776541,500,uL/min,852,501,13.1,1401,1393,0,41034,39.803,1
3776561,500,uL/min,773,501,13.1,1401,1393,0,41034,39.803,1
3776582,500,uL/min,745,501,13.1,1401,1393,0,41034,39.803,1
3776603,500,uL/min,778,501,13.1,1401,1393,0,41035,39.804,1
3776624,500,uL/min,714,501,13.1,1401,1393,0,41035,39.804,1
3776644,500,uL/min,711,501,13.1,1401,1393,0,41035,39.804,1
3776665,500,uL/min,616,501,13.1,1401,1393,0,41035,39.804,1
3776686,500,uL/min,613,501,13.1,1401,1393,0,41035,39.804,1
3776706,500,uL/min,681,501,13.1,1401,1393,0,41035,39.804,1
3776727,500,uL/min,639,501,13.1,1401,1393,0,41036,39.805,1
3776748,500,uL/min,591,501,13.1,1401,1393,0,41036,39.805,1
3776769,500,uL/min,556,501,13.1,1401,1393,0,41036,39.805,1
3776789,500,uL/min,597,501,13.1,1401,1393,0,41036,39.805,1
3776810,500,uL/min,563,501,13.1,1401,1393,0,41036,39.805,1
3776831,500,uL/min,546,501,13.1,1401,1393,0,41037,39.805,1
3776852,500,uL/min,477,501,13.1,1401,1393,0,41037,39.806,1
3776872,500,uL/min,450,501,13.1,1401,1393,0,41037,39.806,1
3776893,500,uL/min,414,501,13.1,1401,1393,0,41037,39.806,1
3776914,500,uL/min,366,501,13.1,1401,1393,0,41037,39.806,1
3776934,500,uL/min,313,501,13.1,1401,1393,0,41037,39.806,1
3776955,500,uL/min,-703,501,13.1,1401,1393,0,41038,39.806,1
3776976,500,uL/min,-79,501,13.1,1401,1393,0,41038,39.807,1
3776997,500,uL/min,34,502,13.1,1401,1393,0,41038,39.807,1
3777017,500,uL/min,139,502,13.1,1401,1393,0,41038,39.807,1
3777038,500,uL/min,156,502,13.1,1401,1393,0,41038,39.807,1
3777059,500,uL/min,221,502,13.1,1401,1393,0,41038,39.807,1
3777080,500,uL/min,306,502,13.1,1401,1393,0,41039,39.807,1
3777100,500,uL/min,353,502,13.1,1401,1393,0,41039,39.808,1
3777121,500,uL/min,442,502,13.1,1401,1393,0,41039,39.808,1
3777142,500,uL/min,565,502,13.1,1401,1393,0,41039,39.808,1
3777163,500,uL/min,680,502,13.1,1401,1393,0,41039,39.808,1
3777183,500,uL/min,705,502,13.1,1401,1393,0,41039,39.808,1
3777204,500,uL/min,723,502,13.1,1401,1393,0,41040,39.808,1
3777225,500,uL/min,874,502,13.1,1401,1393,0,41040,39.809,1
3777246,500,uL/min,920,502,13.1,1401,1393,0,41040,39.809,1
3777266,500,uL/min,812,502,13.1,1401,1393,0,41040,39.809,1
3777287,500,uL/min,782,502,13.1,1401,1393,0,41040,39.809,1
3777308,500,uL/min,777,502,13.1,1401,1393,0,41041,39.809,1
3777329,500,uL/min,732,502,13.1,1401,1393,0,41041,39.809,1
3777349,500,uL/min,701,502,13.1,1401,1393,0,41041,39.81,1
3777370,500,uL/min,703,502,13.1,1401,1393,0,41041,39.81,1
3777391,500,uL/min,757,502,13.1,1401,1393,0,41041,39.81,1
3777412,500,uL/min,696,502,13.1,1401,1393,0,41041,39.81,1
3777432,500,uL/min,711,502,13.1,1401,1393,0,41042,39.81,1
3777453,500,uL/min,664,502,13.1,1401,1393,0,41042,39.81,1
3777474,500,uL/min,660,502,13.1,1401,1393,0,41042,39.811,1
3777495,500,uL/min,594,502,13.1,1401,1393,0,41042,39.811,1
3777515,500,uL/min,563,502,13.1,1401,1393,0,41042,39.811,1
3777536,500,uL/min,571,502,13.1,1401,1393,0,41042,39.811,1
3777557,500,uL/min,543,502,13.1,1401,1393,0,41043,39.811,1
3777578,500,uL/min,454,502,13.1,1401,1393,0,41043,39.811,1
3777598,500,uL/min,426,502,13.1,1401,1393,0,41043,39.812,1
3777619,500,uL/min,369,502,13.1,1401,1393,0,41043,39.812,1
3777640,500,uL/min,332,502,13.1,1401,1393,0,41043,39.812,1
3777660,500,uL/min,6,502,13.1,1401,1393,0,41043,39.812,1
3777681,500,uL/min,-255,502,13.1,1401,1393,0,41044,39.812,1
3777702,500,uL/min,-148,502,13.1,1401,1393,0,41044,39.813,1
3777723,500,uL/min,31,502,13.1,1401,1393,0,41044,39.813,1
3777743,500,uL/min,159,502,13.1,1401,1393,0,41044,39.813,1
3777764,500,uL/min,164,502,13.1,1401,1393,0,41044,39.813,1
3777785,500,uL/min,230,502,13.1,1401,1393,0,41045,39.813,1
3777806,500,uL/min,338,502,13.1,1401,1393,0,41045,39.813,1
3777826,500,uL/min,437,502,13.1,1401,1393,0,41045,39.814,1
3777847,500,uL/min,582,502,13.1,1401,1393,0,41045,39.814,1
3777868,500,uL/min,603,502,13.1,1401,1393,0,41045,39.814,1
3777889,500,uL/min,686,502,13.1,1401,1393,0,41045,39.814,1
3777909,500,uL/min,736,502,13.1,1401,1393,0,41046,39.814,1
3777930,500,uL/min,788,502,13.1,1401,1393,0,41046,39.814,1
3777951,500,uL/min,862,502,13.1,1401,1393,0,41046,39.815,1
3777972,500,uL/min,855,502,13.1,1401,1393,0,41046,39.815,1
3777992,500,uL/min,884,502,13.1,1401,1393,0,41046,39.815,1
3778013,500,uL/min,848,502,13.1,1401,1393,0,41046,39.815,1
3778034,500,uL/min,781,502,13.1,1401,1393,0,41047,39.815,1
3778055,500,uL/min,789,502,13.1,1401,1393,0,41047,39.815,1
3778075,500,uL/min,750,502,13.1,1401,1393,0,41047,39.816,1
3778096,500,uL/min,792,502,13.1,1401,1393,0,41047,39.816,1
3778117,500,uL/min,701,502,13.1,1401,1393,0,41047,39.816,1
3778138,500,uL/min,733,502,13.1,1401,1393,0,41047,39.816,1
3778158,500,uL/min,691,502,13.1,1401,1393,0,41048,39.816,1
3778179,500,uL/min,635,502,13.1,1401,1393,0,41048,39.816,1
3778200,500,uL/min,565,502,13.1,1401,1393,0,41048,39.817,1
3778220,500,uL/min,563,502,13.1,1401,1393,0,41048,39.817,1
3778241,500,uL/min,556,502,13.1,1401,1393,0,41048,39.817,1
3778262,500,uL/min,552,502,13.1,1401,1393,0,41049,39.817,1
3778283,500,uL/min,423,502,13.1,1401,1393,0,41049,39.817,1
3778304,500,uL/min,424,502,13.1,1401,1393,0,41049,39.817,1
3778324,500,uL/min,382,502,13.1,1401,1393,0,41049,39.818,1
3778345,500,uL/min,312,502,13.1,1401,1393,0,41049,39.818,1
3778366,500,uL/min,292,502,13.1,1401,1393,0,41049,39.818,1
3778386,500,uL/min,-640,502,13.1,1401,1393,0,41050,39.818,1
3778407,500,uL/min,-110,502,13.1,1401,1393,0,41050,39.818,1
3778428,500,uL/min,12,502,13.1,1401,1393,0,41050,39.818,1
3778449,500,uL/min,105,502,13.1,1401,1393,0,41050,39.819,1
3778469,500,uL/min,195,502,13.1,1401,1393,0,41050,39.819,1
3778490,500,uL/min,211,502,13.1,1401,1393,0,41050,39.819,1
3778511,500,uL/min,280,502,13.1,1401,1393,0,41051,39.819,1
3778532,500,uL/min,376,502,13.1,1401,1393,0,41051,39.819,1
3778552,500,uL/min,469,502,13.1,1401,1393,0,41051,39.819,1
3778573,500,uL/min,568,502,13.1,1401,1393,0,41051,39.82,1
3778594,500,uL/min,688,502,13.1,1401,1393,0,41051,39.82,1
3778614,500,uL/min,733,502,13.1,1401,1393,0,41051,39.82,1
3778635,500,uL/min,714,502,13.1,1401,1393,0,41052,39.82,1
3778656,500,uL/min,834,502,13.1,1401,1393,0,41052,39.82,1
3778677,500,uL/min,925,502,13.1,1401,1393,0,41052,39.82,1
3778697,500,uL/min,962,502,13.1,1401,1393,0,41052,39.821,1
3778718,500,uL/min,878,502,13.1,1401,1393,0,41052,39.821,1
3778739,500,uL/min,809,502,13.1,1401,1393,0,41052,39.821,1
3778760,500,uL/min,798,502,13.1,1401,1393,0,41053,39.821,1
3778780,500,uL/min,795,502,13.1,1401,1393,0,41053,39.821,1
3778801,500,uL/min,712,501,13.1,1401,1393,0,41053,39.821,1
3778822,500,uL/min,702,501,13.1,1401,1393,0,41053,39.822,1
3778843,500,uL/min,726,501,13.1,1401,1393,0,41053,39.822,1
3778863,500,uL/min,679,501,13.1,1401,1393,0,41054,39.822,1
3778884,500,uL/min,600,501,13.1,1401,1393,0,41054,39.822,1
3778905,500,uL/min,551,501,13.1,1401,1393,0,41054,39.822,1
3778926,500,uL/min,535,501,13.1,1401,1393,0,41054,39.822,1
3778946,500,uL/min,530,501,13.1,1401,1393,0,41054,39.823,1
3778967,500,uL/min,459,501,13.1,1401,1393,0,41054,39.823,1
3778988,500,uL/min,443,501,13.1,1401,1393,0,41055,39.823,1
3779009,500,uL/min,423,501,13.1,1401,1393,0,41055,39.823,1
3779029,500,uL/min,407,501,13.1,1401,1393,0,41055,39.823,1
3779050,500,uL/min,385,501,13.1,1401,1393,0,41055,39.823,1
3779071,500,uL/min,328,501,13.1,1401,1393,0,41055,39.824,1
3779091,500,uL/min,-99,501,13.1,1401,1393,0,41055,39.824,1
3779112,500,uL/min,-318,501,13.1,1401,1393,0,41056,39.824,1
3779133,500,uL/min,-103,501,13.1,1401,1393,0,41056,39.824,1
3779154,500,uL/min,42,501,13.1,1401,1393,0,41056,39.824,1
3779174,500,uL/min,181,501,13.1,1401,1393,0,41056,39.824,1
3779195,500,uL/min,233,501,13.1,1400,1394,0,41056,39.825,1
3779216,500,uL/min,294,501,13.1,1400,1394,0,41056,39.825,1
3779237,500,uL/min,323,501,13.1,1400,1394,0,41057,39.825,1
3779257,500,uL/min,418,501,13.1,1400,1394,0,41057,39.825,1
3779278,500,uL/min,549,501,13.1,1400,1394,0,41057,39.825,1
3779299,500,uL/min,699,501,13.1,1400,1394,0,41057,39.825,1
3779320,500,uL/min,710,501,13.1,1400,1394,0,41057,39.826,1
3779340,500,uL/min,748,501,13.1,1400,1394,0,41058,39.826,1
3779361,500,uL/min,869,501,13.1,1400,1394,0,41058,39.826,1
3779382,500,uL/min,941,501,13.1,1400,1394,0,41058,39.826,1
3779402,500,uL/min,903,501,13.1,1400,1394,0,41058,39.826,1
3779423,500,uL/min,839,501,13.1,1400,1394,0,41058,39.826,1
3779444,500,uL/min,862,501,13.1,1400,1394,0,41058,39.827,1
3779465,500,uL/min,796,501,13.1,1400,1394,0,41059,39.827,1
3779485,500,uL/min,769,501,13.1,1400,1394,0,41059,39.827,1
3779506,500,uL/min,662,501,13.1,1400,1394,0,41059,39.827,1
3779527,500,uL/min,769,501,13.1,1400,1394,0,41059,39.827,1
3779548,500,uL/min,637,501,13.1,1400,1394,0,41059,39.827,1
3779568,500,uL/min,674,501,13.1,1400,1394,0,41059,39.828,1
3779589,500,uL/min,514,501,13.1,1400,1394,0,41060,39.828,1
3779610,500,uL/min,588,501,13.1,1400,1394,0,41060,39.828,1
3779631,500,uL/min,591,501,13.1,1400,1394,0,41060,39.828,1
3779651,500,uL/min,556,501,13.1,1400,1394,0,41060,39.828,1
3779672,500,uL/min,549,501,13.1,1400,1394,0,41060,39.828,1
3779693,500,uL/min,489,501,13.1,1400,1394,0,41060,39.829,1
3779713,500,uL/min,469,501,13.1,1400,1394,0,41061,39.829,1
3779734,500,uL/min,413,501,13.1,1400,1394,0,41061,39.829,1
3779755,500,uL/min,372,501,13.1,1400,1394,0,41061,39.829,1
3779776,500,uL/min,357,501,13.1,1400,1394,0,41061,39.829,1
3779796,500,uL/min,311,501,13.1,1400,1394,0,41061,39.829,1
3779817,500,uL/min,-626,501,13.1,1400,1394,0,41061,39.83,1
3779838,500,uL/min,-86,501,13.1,1400,1394,0,41062,39.83,1
3779859,500,uL/min,23,501,13.1,1400,1394,0,41062,39.83,1
3779879,500,uL/min,134,501,13.1,1400,1394,0,41062,39.83,1
3779900,500,uL/min,230,501,13.1,1400,1394,0,41062,39.83,1
3779921,500,uL/min,267,501,13.1,1400,1394,0,41062,39.83,1
3779942,500,uL/min,337,501,13.1,1400,1394,0,41063,39.831,1
3779962,500,uL/min,431,501,13.1,1400,1394,0,41063,39.831,1
3779983,500,uL/min,611,501,13.1,1400,1394,0,41063,39.831,1
3780004,500,uL/min,643,501,13.1,1400,1394,0,41063,39.831,1
3780025,500,uL/min,698,501,13.1,1400,1394,0,41063,39.831,1
3780045,500,uL/min,744,501,13.1,1400,1394,0,41063,39.831,1
3780066,500,uL/min,809,501,13.1,1400,1394,0,41064,39.832,1
3780087,500,uL/min,934,501,13.1,1400,1394,0,41064,39.832,1
3780108,500,uL/min,817,501,13.1,1400,1394,0,41064,39.832,1
3780128,500,uL/min,776,501,13.1,1400,1394,0,41064,39.832,1
3780149,500,uL/min,848,501,13.1,1400,1394,0,41064,39.832,1
3780170,500,uL/min,629,501,13.1,1400,1394,0,41064,39.833,1
3780190,500,uL/min,631,501,13.1,1400,1394,0,41065,39.833,1
3780211,500,uL/min,668,501,13.1,1400,1394,0,41065,39.833,1
3780232,500,uL/min,712,501,13.1,1400,1394,0,41065,39.833,1
3780253,500,uL/min,732,501,13.1,1400,1394,0,41065,39.833,1
3780273,500,uL/min,623,501,13.1,1400,1394,0,41065,39.833,1
3780294,500,uL/min,609,501,13.1,1400,1394,0,41065,39.834,1
3780315,500,uL/min,627,501,13.1,1400,1394,0,41066,39.834,1
3780336,500,uL/min,548,501,13.1,1400,1394,0,41066,39.834,1
3780356,500,uL/min,509,501,13.1,1400,1394,0,41066,39.834,1
3780377,500,uL/min,529,501,13.1,1400,1394,0,41066,39.834,1
3780398,500,uL/min,545,501,13.1,1400,1394,0,41066,39.834,1
3780419,500,uL/min,487,501,13.1,1400,1394,0,41067,39.835,1
3780439,500,uL/min,452,501,13.1,1400,1394,0,41067,39.835,1
3780460,500,uL/min,405,501,13.1,1400,1394,0,41067,39.835,1
3780481,500,uL/min,392,501,13.1,1400,1394,0,41067,39.835,1
3780502,500,uL/min,376,501,13.1,1400,1394,0,41067,39.835,1
3780522,500,uL/min,-460,501,13.1,1400,1394,0,41067,39.835,1
3780543,500,uL/min,9,502,13.1,1399,1395,0,41068,39.836,1
3780564,500,uL/min,-14,502,13.1,1399,1395,0,41068,39.836,1
