t,sp,unit,r_flw,f_flw,rpm,sps,top,cal%,vol_uL,mass_g,pumpOn
3595833,500,uL/min,-131,498,12.9,1376,1418,0,39530,38.344,1
3595853,500,uL/min,-33,498,12.9,1376,1418,0,39530,38.344,1
3595875,500,uL/min,160,498,12.9,1376,1418,0,39530,38.344,1
3595895,500,uL/min,199,498,12.9,1376,1418,0,39530,38.344,1
3595916,500,uL/min,198,498,12.9,1376,1418,0,39530,38.344,1
3595937,500,uL/min,300,498,12.9,1376,1418,0,39531,38.345,1
3595958,500,uL/min,387,498,12.9,1376,1418,0,39531,38.345,1
3595979,500,uL/min,453,498,12.9,1375,1419,0,39531,38.345,1
3596000,500,uL/min,566,498,12.9,1375,1419,0,39531,38.345,1
3596020,500,uL/min,730,498,12.9,1375,1419,0,39531,38.345,1
3596041,500,uL/min,778,499,12.9,1375,1419,0,39531,38.345,1
3596062,500,uL/min,829,499,12.9,1375,1419,0,39532,38.346,1
3596083,500,uL/min,938,499,12.9,1375,1419,0,39532,38.346,1
3596103,500,uL/min,1021,499,12.9,1375,1419,0,39532,38.346,1
3596124,500,uL/min,932,499,12.9,1375,1419,0,39532,38.346,1
3596145,500,uL/min,933,499,12.9,1375,1419,0,39532,38.346,1
3596166,500,uL/min,805,499,12.9,1375,1419,0,39532,38.346,1
3596186,500,uL/min,856,499,12.9,1375,1419,0,39533,38.347,1
3596207,500,uL/min,701,499,12.9,1375,1419,0,39533,38.347,1
3596228,500,uL/min,705,499,12.9,1375,1419,0,39533,38.347,1
3596248,500,uL/min,558,499,12.9,1375,1419,0,39533,38.347,1
3596269,500,uL/min,641,499,12.9,1375,1419,0,39533,38.347,1
3596290,500,uL/min,685,499,12.9,1375,1419,0,39533,38.347,1
3596311,500,uL/min,660,499,12.9,1375,1419,0,39534,38.348,1
3596331,500,uL/min,543,499,12.9,1375,1419,0,39534,38.348,1
3596352,500,uL/min,526,499,12.9,1375,1419,0,39534,38.348,1
3596373,500,uL/min,560,500,12.9,1375,1419,0,39534,38.348,1
3596394,500,uL/min,584,500,12.9,1375,1419,0,39534,38.348,1
3596414,500,uL/min,528,500,12.9,1375,1419,0,39535,38.348,1
3596435,500,uL/min,476,500,12.9,1375,1419,0,39535,38.349,1
3596456,500,uL/min,456,500,12.9,1375,1419,0,39535,38.349,1
3596477,500,uL/min,421,500,12.9,1375,1419,0,39535,38.349,1
3596497,500,uL/min,384,500,12.9,1374,1420,0,39535,38.349,1
3596518,500,uL/min,294,500,12.9,1374,1420,0,39535,38.349,1
3596539,500,uL/min,-911,500,12.9,1374,1420,0,39536,38.349,1
3596560,500,uL/min,-58,500,12.9,1374,1420,0,39536,38.35,1
3596580,500,uL/min,14,500,12.9,1374,1420,0,39536,38.35,1
3596601,500,uL/min,89,500,12.9,1374,1420,0,39536,38.35,1
3596622,500,uL/min,173,500,12.9,1374,1420,0,39536,38.35,1
3596643,500,uL/min,229,501,12.9,1374,1420,0,39536,38.35,1
3596663,500,uL/min,333,501,12.9,1374,1420,0,39537,38.35,1
3596684,500,uL/min,321,501,12.9,1374,1420,0,39537,38.351,1
3596705,500,uL/min,417,501,12.9,1374,1420,0,39537,38.351,1
3596725,500,uL/min,586,501,12.9,1374,1420,0,39537,38.351,1
3596746,500,uL/min,687,501,12.9,1374,1420,0,39537,38.351,1
3596767,500,uL/min,698,501,12.9,1374,1420,0,39537,38.351,1
3596788,500,uL/min,799,501,12.9,1374,1420,0,39538,38.351,1
3596808,500,uL/min,858,501,12.9,1374,1421,0,39538,38.352,1
3596829,500,uL/min,965,501,12.9,1374,1421,0,39538,38.352,1
3596850,500,uL/min,886,501,12.9,1374,1421,0,39538,38.352,1
3596871,500,uL/min,873,501,12.9,1374,1421,0,39538,38.352,1
3596891,500,uL/min,864,501,12.9,1374,1421,0,39538,38.352,1
3596912,500,uL/min,832,502,12.9,1374,1421,0,39539,38.352,1
3596933,500,uL/min,753,502,12.9,1374,1421,0,39539,38.353,1
3596954,500,uL/min,803,502,12.9,1374,1421,0,39539,38.353,1
3596974,500,uL/min,815,502,12.9,1374,1421,0,39539,38.353,1
3596995,500,uL/min,693,502,12.9,1374,1421,0,39539,38.353,1
3597016,500,uL/min,624,502,12.9,1374,1421,0,39540,38.353,1
3597037,500,uL/min,535,502,12.9,1374,1421,0,39540,38.354,1
3597057,500,uL/min,541,502,12.9,1374,1421,0,39540,38.354,1
3597078,500,uL/min,556,502,12.9,1374,1421,0,39540,38.354,1
3597099,500,uL/min,541,502,12.9,1374,1421,0,39540,38.354,1
3597120,500,uL/min,527,502,12.9,1374,1421,0,39540,38.354,1
3597140,500,uL/min,494,502,12.9,1374,1421,0,39541,38.354,1
3597161,500,uL/min,483,502,12.9,1374,1421,0,39541,38.355,1
3597182,500,uL/min,458,502,12.9,1374,1421,0,39541,38.355,1
3597203,500,uL/min,402,503,12.9,1374,1421,0,39541,38.355,1
3597223,500,uL/min,388,503,12.9,1373,1422,0,39541,38.355,1
3597244,500,uL/min,301,503,12.9,1373,1422,0,39541,38.355,1
3597265,500,uL/min,-825,503,12.9,1373,1422,0,39542,38.355,1
3597286,500,uL/min,-57,503,12.9,1373,1422,0,39542,38.356,1
3597306,500,uL/min,7,503,12.9,1373,1422,0,39542,38.356,1
3597327,500,uL/min,112,503,12.9,1373,1422,0,39542,38.356,1
3597348,500,uL/min,171,503,12.9,1373,1422,0,39542,38.356,1
3597369,500,uL/min,223,503,12.9,1373,1422,0,39542,38.356,1
3597389,500,uL/min,324,503,12.9,1373,1422,0,39543,38.356,1
3597410,500,uL/min,335,503,12.9,1373,1422,0,39543,38.357,1
3597431,500,uL/min,454,503,12.9,1372,1423,0,39543,38.357,1
3597452,500,uL/min,549,503,12.9,1372,1423,0,39543,38.357,1
3597472,500,uL/min,611,504,12.9,1372,1423,0,39543,38.357,1
3597493,500,uL/min,721,504,12.9,1372,1423,0,39544,38.357,1
3597514,500,uL/min,712,504,12.9,1372,1423,0,39544,38.357,1
3597535,500,uL/min,775,504,12.9,1372,1423,0,39544,38.358,1
3597555,500,uL/min,856,504,12.9,1372,1423,0,39544,38.358,1
3597576,500,uL/min,875,504,12.9,1372,1423,0,39544,38.358,1
3597597,500,uL/min,892,504,12.9,1372,1423,0,39544,38.358,1
3597618,500,uL/min,925,504,12.9,1372,1423,0,39545,38.358,1
3597638,500,uL/min,884,504,12.9,1372,1423,0,39545,38.358,1
3597659,500,uL/min,818,504,12.9,1372,1423,0,39545,38.359,1
3597680,500,uL/min,768,504,12.9,1372,1423,0,39545,38.359,1
3597701,500,uL/min,760,504,12.9,1372,1423,0,39545,38.359,1
3597721,500,uL/min,723,504,12.9,1372,1423,0,39545,38.359,1
3597742,500,uL/min,739,504,12.9,1372,1423,0,39546,38.359,1
3597763,500,uL/min,639,504,12.9,1372,1423,0,39546,38.359,1
3597784,500,uL/min,557,505,12.9,1372,1423,0,39546,38.36,1
3597804,500,uL/min,489,505,12.9,1372,1423,0,39546,38.36,1
3597825,500,uL/min,456,505,12.9,1372,1423,0,39546,38.36,1
3597846,500,uL/min,488,505,12.8,1371,1424,0,39546,38.36,1
3597867,500,uL/min,486,505,12.8,1371,1424,0,39547,38.36,1
3597887,500,uL/min,432,505,12.8,1371,1424,0,39547,38.36,1
3597908,500,uL/min,395,505,12.8,1371,1424,0,39547,38.361,1
3597929,500,uL/min,390,505,12.8,1371,1424,0,39547,38.361,1
3597950,500,uL/min,410,505,12.8,1371,1424,0,39547,38.361,1
3597970,500,uL/min,353,505,12.8,1371,1424,0,39548,38.361,1
3597991,500,uL/min,133,505,12.8,1371,1424,0,39548,38.361,1
3598012,500,uL/min,-586,505,12.8,1371,1424,0,39548,38.361,1
3598033,500,uL/min,-88,505,12.8,1371,1424,0,39548,38.362,1
3598053,500,uL/min,44,505,12.8,1371,1424,0,39548,38.362,1
3598074,500,uL/min,165,505,12.8,1371,1424,0,39548,38.362,1
3598095,500,uL/min,188,505,12.8,1371,1424,0,39549,38.362,1
3598116,500,uL/min,274,505,12.8,1371,1424,0,39549,38.362,1
3598136,500,uL/min,357,506,12.8,1371,1424,0,39549,38.362,1
3598157,500,uL/min,447,506,12.8,1370,1425,0,39549,38.363,1
3598178,500,uL/min,473,506,12.8,1370,1425,0,39549,38.363,1
3598199,500,uL/min,576,506,12.8,1370,1425,0,39549,38.363,1
3598219,500,uL/min,654,506,12.8,1370,1425,0,39550,38.363,1
3598240,500,uL/min,693,506,12.8,1370,1425,0,39550,38.363,1
3598261,500,uL/min,733,506,12.8,1370,1425,0,39550,38.363,1
3598282,500,uL/min,862,506,12.8,1370,1425,0,39550,38.364,1
3598302,500,uL/min,804,506,12.8,1370,1425,0,39550,38.364,1
3598323,500,uL/min,855,506,12.8,1370,1425,0,39551,38.364,1
3598344,500,uL/min,837,506,12.8,1370,1425,0,39551,38.364,1
3598365,500,uL/min,865,506,12.8,1370,1425,0,39551,38.364,1
3598386,500,uL/min,810,506,12.8,1370,1425,0,39551,38.365,1
3598406,500,uL/min,849,506,12.8,1370,1425,0,39551,38.365,1
3598427,500,uL/min,774,506,12.8,1370,1425,0,39551,38.365,1
3598448,500,uL/min,686,506,12.8,1370,1425,0,39552,38.365,1
3598469,500,uL/min,716,506,12.8,1369,1426,0,39552,38.365,1
3598489,500,uL/min,777,506,12.8,1369,1426,0,39552,38.365,1
3598510,500,uL/min,676,506,12.8,1369,1426,0,39552,38.366,1
3598531,500,uL/min,526,506,12.8,1369,1426,0,39552,38.366,1
3598552,500,uL/min,500,506,12.8,1369,1426,0,39552,38.366,1
3598572,500,uL/min,474,506,12.8,1369,1426,0,39553,38.366,1
3598593,500,uL/min,468,506,12.8,1369,1426,0,39553,38.366,1
3598614,500,uL/min,432,507,12.8,1369,1426,0,39553,38.366,1
3598634,500,uL/min,435,507,12.8,1369,1426,0,39553,38.367,1
3598655,500,uL/min,379,507,12.8,1369,1426,0,39553,38.367,1
3598676,500,uL/min,373,507,12.8,1369,1426,0,39553,38.367,1
3598697,500,uL/min,355,507,12.8,1369,1426,0,39554,38.367,1
3598717,500,uL/min,-625,507,12.8,1369,1426,0,39554,38.367,1
3598738,500,uL/min,-44,507,12.8,1369,1426,0,39554,38.367,1
3598759,500,uL/min,10,507,12.8,1369,1426,0,39554,38.368,1
3598780,500,uL/min,117,507,12.8,1369,1426,0,39554,38.368,1
3598800,500,uL/min,127,507,12.8,1369,1426,0,39555,38.368,1
3598821,500,uL/min,162,507,12.8,1369,1426,0,39555,38.368,1
3598842,500,uL/min,282,507,12.8,1369,1426,0,39555,38.368,1
3598863,500,uL/min,326,507,12.8,1369,1426,0,39555,38.368,1
3598883,500,uL/min,388,507,12.8,1368,1427,0,39555,38.369,1
3598904,500,uL/min,500,507,12.8,1368,1427,0,39555,38.369,1
3598925,500,uL/min,639,507,12.8,1368,1427,0,39556,38.369,1
3598946,500,uL/min,565,507,12.8,1368,1427,0,39556,38.369,1
3598966,500,uL/min,638,507,12.8,1368,1427,0,39556,38.369,1
3598987,500,uL/min,705,507,12.8,1368,1427,0,39556,38.369,1
3599008,500,uL/min,838,507,12.8,1368,1427,0,39556,38.37,1
3599029,500,uL/min,846,507,12.8,1368,1427,0,39556,38.37,1
3599049,500,uL/min,853,507,12.8,1368,1427,0,39557,38.37,1
3599070,500,uL/min,853,507,12.8,1368,1427,0,39557,38.37,1
3599091,500,uL/min,852,507,12.8,1368,1427,0,39557,38.37,1
3599112,500,uL/min,842,507,12.8,1368,1427,0,39557,38.37,1
3599132,500,uL/min,769,507,12.8,1368,1427,0,39557,38.371,1
3599153,500,uL/min,838,507,12.8,1368,1427,0,39558,38.371,1
3599174,500,uL/min,751,507,12.8,1368,1427,0,39558,38.371,1
3599194,500,uL/min,738,507,12.8,1368,1427,0,39558,38.371,1
3599215,500,uL/min,711,507,12.8,1368,1427,0,39558,38.371,1
3599236,500,uL/min,674,507,12.8,1368,1427,0,39558,38.371,1
3599257,500,uL/min,596,507,12.8,1368,1427,0,39558,38.372,1
3599277,500,uL/min,595,507,12.8,1368,1427,0,39559,38.372,1
3599298,500,uL/min,468,507,12.8,1368,1427,0,39559,38.372,1
3599319,500,uL/min,447,507,12.8,1368,1427,0,39559,38.372,1
3599339,500,uL/min,478,507,12.8,1368,1427,0,39559,38.372,1
3599360,500,uL/min,435,507,12.8,1368,1427,0,39559,38.372,1
3599381,500,uL/min,386,507,12.8,1368,1427,0,39559,38.373,1
3599402,500,uL/min,373,507,12.8,1368,1427,0,39560,38.373,1
3599422,500,uL/min,389,507,12.8,1368,1427,0,39560,38.373,1
3599443,500,uL/min,323,507,12.8,1368,1427,0,39560,38.373,1
3599464,500,uL/min,-742,507,12.8,1368,1427,0,39560,38.373,1
3599485,500,uL/min,-59,507,12.8,1368,1427,0,39560,38.374,1
3599505,500,uL/min,21,507,12.8,1368,1427,0,39560,38.374,1
3599526,500,uL/min,126,507,12.8,1368,1427,0,39561,38.374,1
3599547,500,uL/min,134,507,12.8,1368,1427,0,39561,38.374,1
3599567,500,uL/min,192,507,12.8,1368,1427,0,39561,38.374,1
3599588,500,uL/min,310,507,12.8,1368,1427,0,39561,38.374,1
3599609,500,uL/min,378,507,12.8,1368,1427,0,39561,38.375,1
3599630,500,uL/min,452,507,12.8,1368,1427,0,39562,38.375,1
3599650,500,uL/min,541,507,12.8,1368,1427,0,39562,38.375,1
3599671,500,uL/min,577,507,12.8,1368,1427,0,39562,38.375,1
3599692,500,uL/min,689,507,12.8,1368,1427,0,39562,38.375,1
3599713,500,uL/min,741,507,12.8,1368,1427,0,39562,38.375,1
3599733,500,uL/min,782,507,12.8,1368,1427,0,39562,38.376,1
3599754,500,uL/min,790,507,12.8,1368,1427,0,39563,38.376,1
3599775,500,uL/min,827,507,12.8,1368,1427,0,39563,38.376,1
3599795,500,uL/min,885,507,12.8,1368,1427,0,39563,38.376,1
3599816,500,uL/min,967,506,12.8,1368,1427,0,39563,38.376,1
3599837,500,uL/min,867,506,12.8,1368,1427,0,39563,38.376,1
3599858,500,uL/min,782,506,12.8,1368,1427,0,39563,38.377,1
3599879,500,uL/min,785,506,12.8,1368,1427,0,39564,38.377,1
3599899,500,uL/min,773,506,12.8,1368,1427,0,39564,38.377,1
3599920,500,uL/min,712,506,12.8,1368,1427,0,39564,38.377,1
3599941,500,uL/min,735,506,12.8,1368,1427,0,39564,38.377,1
3599961,500,uL/min,766,506,12.8,1368,1427,0,39564,38.377,1
3599982,500,uL/min,598,506,12.8,1368,1427,0,39565,38.378,1
3600003,500,uL/min,494,506,12.8,1368,1427,0,39565,38.378,1
3600024,500,uL/min,518,506,12.8,1368,1427,0,39565,38.378,1
3600044,500,uL/min,483,506,12.8,1368,1427,0,39565,38.378,1
3600065,500,uL/min,489,506,12.8,1368,1427,0,39565,38.378,1
3600086,500,uL/min,427,506,12.8,1368,1427,0,39565,38.378,1
3600107,500,uL/min,389,506,12.8,1368,1427,0,39566,38.379,1
3600127,500,uL/min,371,506,12.8,1368,1427,0,39566,38.379,1
3600148,500,uL/min,386,506,12.8,1368,1427,0,39566,38.379,1
3600169,500,uL/min,368,506,12.8,1368,1427,0,39566,38.379,1
3600190,500,uL/min,-594,506,12.8,1368,1427,0,39566,38.379,1
3600210,500,uL/min,-32,506,12.8,1368,1427,0,39566,38.379,1
3600231,500,uL/min,-25,506,12.8,1368,1427,0,39567,38.38,1
3600252,500,uL/min,108,506,12.8,1368,1427,0,39567,38.38,1
3600273,500,uL/min,139,506,12.8,1368,1427,0,39567,38.38,1
3600293,500,uL/min,177,505,12.8,1368,1427,0,39567,38.38,1
3600314,500,uL/min,267,505,12.8,1368,1427,0,39567,38.38,1
3600335,500,uL/min,336,505,12.8,1368,1427,0,39567,38.38,1
3600356,500,uL/min,394,505,12.8,1368,1427,0,39568,38.381,1
3600376,500,uL/min,472,505,12.8,1368,1427,0,39568,38.381,1
3600397,500,uL/min,531,505,12.8,1368,1427,0,39568,38.381,1
3600418,500,uL/min,656,505,12.8,1368,1427,0,39568,38.381,1
3600439,500,uL/min,734,505,12.8,1368,1427,0,39568,38.381,1
3600459,500,uL/min,677,505,12.8,1368,1427,0,39569,38.381,1
3600480,500,uL/min,842,505,12.8,1368,1427,0,39569,38.382,1
3600501,500,uL/min,875,505,12.8,1368,1427,0,39569,38.382,1
3600522,500,uL/min,850,505,12.8,1368,1427,0,39569,38.382,1
3600542,500,uL/min,908,505,12.8,1368,1427,0,39569,38.382,1
3600563,500,uL/min,809,505,12.8,1368,1427,0,39569,38.382,1
3600584,500,uL/min,815,505,12.8,1368,1427,0,39570,38.383,1
3600605,500,uL/min,777,505,12.8,1368,1427,0,39570,38.383,1
3600625,500,uL/min,718,505,12.8,1368,1427,0,39570,38.383,1
3600646,500,uL/min,754,505,12.8,1368,1427,0,39570,38.383,1
3600667,500,uL/min,732,505,12.8,1368,1427,0,39570,38.383,1
3600688,500,uL/min,754,504,12.8,1368,1427,0,39570,38.383,1
3600708,500,uL/min,608,504,12.8,1368,1427,0,39571,38.384,1
3600729,500,uL/min,530,504,12.8,1368,1427,0,39571,38.384,1
3600750,500,uL/min,490,504,12.8,1368,1427,0,39571,38.384,1
3600771,500,uL/min,505,504,12.8,1368,1427,0,39571,38.384,1
3600791,500,uL/min,473,504,12.8,1368,1427,0,39571,38.384,1
3600812,500,uL/min,424,504,12.8,1368,1427,0,39572,38.384,1
3600833,500,uL/min,425,504,12.8,1368,1427,0,39572,38.385,1
3600854,500,uL/min,383,504,12.8,1368,1427,0,39572,38.385,1
3600874,500,uL/min,377,504,12.8,1368,1427,0,39572,38.385,1
3600895,500,uL/min,361,504,12.8,1368,1427,0,39572,38.385,1
3600916,500,uL/min,63,504,12.8,1368,1427,0,39572,38.385,1
3600936,500,uL/min,-598,504,12.8,1368,1427,0,39573,38.385,1
3600957,500,uL/min,-122,504,12.8,1368,1427,0,39573,38.386,1
3600978,500,uL/min,91,504,12.8,1368,1427,0,39573,38.386,1
3600999,500,uL/min,163,504,12.8,1368,1427,0,39573,38.386,1
3601019,500,uL/min,184,503,12.8,1368,1427,0,39573,38.386,1
3601040,500,uL/min,280,503,12.8,1368,1427,0,39573,38.386,1
3601061,500,uL/min,292,503,12.8,1368,1427,0,39574,38.386,1
3601082,500,uL/min,364,503,12.8,1368,1427,0,39574,38.387,1
3601102,500,uL/min,479,503,12.8,1368,1427,0,39574,38.387,1
3601123,500,uL/min,534,503,12.8,1368,1427,0,39574,38.387,1
3601144,500,uL/min,600,503,12.8,1368,1427,0,39574,38.387,1
3601165,500,uL/min,672,503,12.8,1368,1427,0,39574,38.387,1
3601185,500,uL/min,711,503,12.8,1368,1427,0,39575,38.387,1
3601206,500,uL/min,822,503,12.8,1368,1427,0,39575,38.388,1
3601227,500,uL/min,806,503,12.8,1368,1427,0,39575,38.388,1
3601247,500,uL/min,870,503,12.8,1368,1427,0,39575,38.388,1
3601268,500,uL/min,800,503,12.8,1369,1426,0,39575,38.388,1
3601289,500,uL/min,813,503,12.8,1369,1426,0,39576,38.388,1
3601310,500,uL/min,818,503,12.8,1369,1426,0,39576,38.388,1
3601330,500,uL/min,795,502,12.8,1369,1426,0,39576,38.389,1
3601351,500,uL/min,730,502,12.8,1369,1426,0,39576,38.389,1
3601372,500,uL/min,834,502,12.8,1369,1426,0,39576,38.389,1
3601393,500,uL/min,768,502,12.8,1369,1426,0,39576,38.389,1
3601413,500,uL/min,746,502,12.8,1369,1426,0,39577,38.389,1
3601434,500,uL/min,632,502,12.8,1369,1426,0,39577,38.389,1
3601455,500,uL/min,569,502,12.8,1369,1426,0,39577,38.39,1
3601476,500,uL/min,516,502,12.8,1369,1426,0,39577,38.39,1
3601496,500,uL/min,466,502,12.8,1369,1426,0,39577,38.39,1
3601517,500,uL/min,481,502,12.8,1369,1426,0,39577,38.39,1
3601538,500,uL/min,474,502,12.8,1369,1426,0,39578,38.39,1
3601559,500,uL/min,429,502,12.8,1369,1426,0,39578,38.39,1
3601579,500,uL/min,388,502,12.8,1369,1426,0,39578,38.391,1
3601600,500,uL/min,369,502,12.8,1369,1426,0,39578,38.391,1
3601621,500,uL/min,355,501,12.8,1369,1426,0,39578,38.391,1
3601642,500,uL/min,285,501,12.8,1369,1426,0,39578,38.391,1
3601662,500,uL/min,-722,501,12.8,1369,1426,0,39579,38.391,1
3601683,500,uL/min,-82,501,12.8,1369,1426,0,39579,38.391,1
3601704,500,uL/min,39,501,12.8,1369,1426,0,39579,38.392,1
3601725,500,uL/min,129,501,12.8,1369,1426,0,39579,38.392,1
3601745,500,uL/min,184,501,12.8,1369,1426,0,39579,38.392,1
3601766,500,uL/min,260,501,12.8,1369,1426,0,39579,38.392,1
3601787,500,uL/min,323,501,12.8,1370,1425,0,39580,38.392,1
3601807,500,uL/min,394,501,12.8,1370,1425,0,39580,38.392,1
3601828,500,uL/min,500,501,12.8,1370,1425,0,39580,38.393,1
3601849,500,uL/min,526,501,12.8,1370,1425,0,39580,38.393,1
3601870,500,uL/min,607,501,12.8,1370,1425,0,39580,38.393,1
3601890,500,uL/min,661,501,12.8,1370,1425,0,39581,38.393,1
3601911,500,uL/min,725,500,12.8,1370,1425,0,39581,38.393,1
3601932,500,uL/min,792,500,12.8,1370,1425,0,39581,38.393,1
3601953,500,uL/min,740,500,12.8,1370,1425,0,39581,38.394,1
3601973,500,uL/min,834,500,12.8,1370,1425,0,39581,38.394,1
3601994,500,uL/min,808,500,12.8,1370,1425,0,39581,38.394,1
3602015,500,uL/min,804,500,12.8,1370,1425,0,39582,38.394,1
3602036,500,uL/min,770,500,12.8,1370,1425,0,39582,38.394,1
3602056,500,uL/min,739,500,12.8,1370,1425,0,39582,38.394,1
3602077,500,uL/min,766,500,12.8,1370,1425,0,39582,38.395,1
3602098,500,uL/min,758,500,12.8,1370,1425,0,39582,38.395,1
3602119,500,uL/min,730,500,12.8,1370,1425,0,39582,38.395,1
3602139,500,uL/min,702,500,12.8,1370,1425,0,39583,38.395,1
3602160,500,uL/min,724,500,12.8,1370,1425,0,39583,38.395,1
3602181,500,uL/min,579,499,12.8,1370,1425,0,39583,38.395,1
3602201,500,uL/min,558,499,12.8,1371,1424,0,39583,38.396,1
3602222,500,uL/min,436,499,12.8,1371,1424,0,39583,38.396,1
3602243,500,uL/min,430,499,12.8,1371,1424,0,39583,38.396,1
3602264,500,uL/min,474,499,12.8,1371,1424,0,39584,38.396,1
3602284,500,uL/min,435,499,12.8,1371,1424,0,39584,38.396,1
3602305,500,uL/min,414,499,12.8,1371,1424,0,39584,38.396,1
3602326,500,uL/min,350,499,12.8,1371,1424,0,39584,38.397,1
3602347,500,uL/min,362,499,12.8,1371,1424,0,39584,38.397,1
3602367,500,uL/min,344,499,12.8,1371,1424,0,39585,38.397,1
3602388,500,uL/min,-539,499,12.8,1371,1424,0,39585,38.397,1
3602409,500,uL/min,-44,499,12.8,1371,1424,0,39585,38.397,1
3602430,500,uL/min,8,499,12.8,1371,1424,0,39585,38.397,1
3602450,500,uL/min,131,498,12.8,1371,1424,0,39585,38.398,1
3602471,500,uL/min,149,498,12.8,1371,1424,0,39585,38.398,1
3602492,500,uL/min,221,498,12.8,1371,1424,0,39586,38.398,1
3602512,500,uL/min,318,498,12.8,1371,1424,0,39586,38.398,1
3602533,500,uL/min,398,498,12.8,1371,1424,0,39586,38.398,1
3602554,500,uL/min,441,498,12.8,1371,1424,0,39586,38.398,1
3602575,500,uL/min,547,498,12.8,1371,1424,0,39586,38.399,1
3602595,500,uL/min,655,498,12.8,1371,1424,0,39586,38.399,1
3602616,500,uL/min,567,498,12.9,1372,1423,0,39587,38.399,1
3602637,500,uL/min,665,498,12.9,1372,1423,0,39587,38.399,1
3602658,500,uL/min,764,498,12.9,1372,1423,0,39587,38.399,1
3602678,500,uL/min,821,498,12.9,1372,1423,0,39587,38.399,1
3602699,500,uL/min,863,498,12.9,1372,1423,0,39587,38.4,1
3602720,500,uL/min,800,498,12.9,1372,1423,0,39587,38.4,1
3602740,500,uL/min,791,497,12.9,1372,1423,0,39588,38.4,1
3602761,500,uL/min,733,497,12.9,1372,1423,0,39588,38.4,1
3602782,500,uL/min,772,497,12.9,1372,1423,0,39588,38.4,1
3602803,500,uL/min,822,497,12.9,1372,1423,0,39588,38.4,1
3602823,500,uL/min,718,497,12.9,1372,1423,0,39588,38.401,1
3602844,500,uL/min,750,497,12.9,1372,1423,0,39588,38.401,1
3602865,500,uL/min,738,497,12.9,1372,1423,0,39589,38.401,1
3602886,500,uL/min,693,497,12.9,1372,1423,0,39589,38.401,1
3602906,500,uL/min,626,497,12.9,1372,1423,0,39589,38.401,1
3602927,500,uL/min,558,497,12.9,1373,1422,0,39589,38.401,1
3602948,500,uL/min,531,497,12.9,1373,1422,0,39589,38.402,1
3602968,500,uL/min,492,497,12.9,1373,1422,0,39589,38.402,1
3602989,500,uL/min,435,497,12.9,1373,1422,0,39590,38.402,1
3603010,500,uL/min,414,496,12.9,1373,1422,0,39590,38.402,1
3603031,500,uL/min,402,496,12.9,1373,1422,0,39590,38.402,1
3603051,500,uL/min,384,496,12.9,1373,1422,0,39590,38.402,1
3603072,500,uL/min,361,496,12.9,1373,1422,0,39590,38.403,1
3603093,500,uL/min,329,496,12.9,1373,1422,0,39591,38.403,1
3603114,500,uL/min,213,496,12.9,1373,1422,0,39591,38.403,1
3603134,500,uL/min,-664,496,12.9,1374,1421,0,39591,38.403,1
3603155,500,uL/min,-151,496,12.9,1374,1421,0,39591,38.403,1
3603176,500,uL/min,113,496,12.9,1374,1421,0,39591,38.403,1
3603197,500,uL/min,151,496,12.9,1374,1421,0,39591,38.404,1
3603217,500,uL/min,142,496,12.9,1374,1421,0,39592,38.404,1
3603238,500,uL/min,262,496,12.9,1374,1421,0,39592,38.404,1
3603259,500,uL/min,337,496,12.9,1374,1421,0,39592,38.404,1
3603279,500,uL/min,409,496,12.9,1374,1421,0,39592,38.404,1
3603300,500,uL/min,589,495,12.9,1374,1421,0,39592,38.404,1
3603321,500,uL/min,634,495,12.9,1374,1421,0,39592,38.405,1
3603342,500,uL/min,659,495,12.9,1374,1421,0,39593,38.405,1
3603362,500,uL/min,775,495,12.9,1374,1421,0,39593,38.405,1
3603383,500,uL/min,638,495,12.9,1374,1421,0,39593,38.405,1
3603404,500,uL/min,873,495,12.9,1374,1421,0,39593,38.405,1
3603424,500,uL/min,917,495,12.9,1374,1421,0,39593,38.405,1
3603445,500,uL/min,785,495,12.9,1374,1420,0,39593,38.406,1
3603466,500,uL/min,703,495,12.9,1374,1420,0,39594,38.406,1
3603487,500,uL/min,718,495,12.9,1374,1420,0,39594,38.406,1
3603507,500,uL/min,780,495,12.9,1374,1420,0,39594,38.406,1
3603528,500,uL/min,700,495,12.9,1374,1420,0,39594,38.406,1
3603549,500,uL/min,768,495,12.9,1374,1420,0,39594,38.406,1
3603570,500,uL/min,727,495,12.9,1374,1420,0,39594,38.407,1
3603590,500,uL/min,723,495,12.9,1374,1420,0,39595,38.407,1
3603611,500,uL/min,703,494,12.9,1374,1420,0,39595,38.407,1
3603632,500,uL/min,680,494,12.9,1374,1420,0,39595,38.407,1
3603653,500,uL/min,675,494,12.9,1374,1420,0,39595,38.407,1
3603673,500,uL/min,584,494,12.9,1374,1420,0,39595,38.407,1
3603694,500,uL/min,598,494,12.9,1374,1420,0,39595,38.408,1
3603715,500,uL/min,518,494,12.9,1374,1420,0,39596,38.408,1
3603736,500,uL/min,462,494,12.9,1374,1420,0,39596,38.408,1
3603756,500,uL/min,429,494,12.9,1375,1419,0,39596,38.408,1
3603777,500,uL/min,382,494,12.9,1375,1419,0,39596,38.408,1
3603798,500,uL/min,347,494,12.9,1375,1419,0,39596,38.408,1
3603818,500,uL/min,330,494,12.9,1375,1419,0,39597,38.409,1
