t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn
131501,5,rpm,-42,272,5.0,5.0,533,3661,0,508,0.493,1
131522,5,rpm,-22,272,5.0,5.0,533,3661,0,508,0.493,1
131542,5,rpm,-21,272,5.0,5.0,533,3661,0,508,0.493,1
131563,5,rpm,-5,272,5.0,5.0,533,3661,0,508,0.493,1
131584,5,rpm,1,273,5.0,5.0,533,3661,0,509,0.493,1
131604,5,rpm,9,273,5.0,5.0,533,3661,0,509,0.493,1
131625,5,rpm,59,273,5.0,5.0,533,3661,0,509,0.494,1
131645,5,rpm,44,273,5.0,5.0,533,3661,0,509,0.494,1
131666,5,rpm,138,273,5.0,5.0,533,3661,0,509,0.494,1
131687,5,rpm,153,273,5.0,5.0,533,3661,0,509,0.494,1
131707,5,rpm,95,273,5.0,5.0,533,3661,0,509,0.494,1
131728,5,rpm,375,273,5.0,5.0,533,3661,0,509,0.494,1
131749,5,rpm,107,273,5.0,5.0,533,3661,0,509,0.494,1
131769,5,rpm,168,273,5.0,5.0,533,3661,0,509,0.494,1
131790,5,rpm,649,273,5.0,5.0,533,3661,0,510,0.494,1
131810,5,rpm,129,274,5.0,5.0,533,3661,0,510,0.494,1
131831,5,rpm,232,274,5.0,5.0,533,3661,0,510,0.494,1
131852,5,rpm,742,274,5.0,5.0,533,3661,0,510,0.495,1
131872,5,rpm,187,274,5.0,5.0,533,3661,0,510,0.495,1
131893,5,rpm,624,274,5.0,5.0,533,3661,0,510,0.495,1
131914,5,rpm,233,274,5.0,5.0,533,3661,0,510,0.495,1
131934,5,rpm,240,274,5.0,5.0,533,3661,0,510,0.495,1
131955,5,rpm,926,274,5.0,5.0,533,3661,0,510,0.495,1
131975,5,rpm,115,274,5.0,5.0,533,3661,0,510,0.495,1
131996,5,rpm,326,274,5.0,5.0,533,3661,0,510,0.495,1
132016,5,rpm,806,274,5.0,5.0,533,3661,0,511,0.495,1
132037,5,rpm,187,274,5.0,5.0,533,3661,0,511,0.495,1
132058,5,rpm,418,274,5.0,5.0,533,3661,0,511,0.495,1
132078,5,rpm,587,274,5.0,5.0,533,3661,0,511,0.496,1
132099,5,rpm,259,274,5.0,5.0,533,3661,0,511,0.496,1
132119,5,rpm,866,274,5.0,5.0,533,3661,0,511,0.496,1
132140,5,rpm,149,274,5.0,5.0,533,3661,0,511,0.496,1
132161,5,rpm,314,274,5.0,5.0,533,3661,0,511,0.496,1
132181,5,rpm,883,274,5.0,5.0,533,3661,0,511,0.496,1
132202,5,rpm,114,274,5.0,5.0,533,3661,0,511,0.496,1
132222,5,rpm,324,275,5.0,5.0,533,3661,0,511,0.496,1
132243,5,rpm,784,275,5.0,5.0,533,3661,0,512,0.496,1
132264,5,rpm,214,275,5.0,5.0,533,3661,0,512,0.496,1
132284,5,rpm,477,275,5.0,5.0,533,3661,0,512,0.496,1
132305,5,rpm,474,275,5.0,5.0,533,3661,0,512,0.497,1
132325,5,rpm,252,274,5.0,5.0,533,3661,0,512,0.497,1
132346,5,rpm,881,274,5.0,5.0,533,3661,0,512,0.497,1
132367,5,rpm,106,274,5.0,5.0,533,3661,0,512,0.497,1
132387,5,rpm,322,274,5.0,5.0,533,3661,0,512,0.497,1
132408,5,rpm,890,274,5.0,5.0,533,3661,0,512,0.497,1
132428,5,rpm,146,274,5.0,5.0,533,3661,0,512,0.497,1
132449,5,rpm,332,274,5.0,5.0,533,3661,0,513,0.497,1
132470,5,rpm,731,274,5.0,5.0,533,3661,0,513,0.497,1
132490,5,rpm,222,274,5.0,5.0,533,3661,0,513,0.497,1
132511,5,rpm,392,274,5.0,5.0,533,3661,0,513,0.497,1
132531,5,rpm,544,274,5.0,5.0,533,3661,0,513,0.498,1
132552,5,rpm,259,274,5.0,5.0,533,3661,0,513,0.498,1
132573,5,rpm,883,274,5.0,5.0,533,3661,0,513,0.498,1
132593,5,rpm,101,274,5.0,5.0,533,3661,0,513,0.498,1
132614,5,rpm,284,274,5.0,5.0,533,3661,0,513,0.498,1
132634,5,rpm,806,274,5.0,5.0,533,3661,0,513,0.498,1
132655,5,rpm,144,274,5.0,5.0,533,3661,0,513,0.498,1
132676,5,rpm,296,274,5.0,5.0,533,3661,0,514,0.498,1
132696,5,rpm,707,274,5.0,5.0,533,3661,0,514,0.498,1
132717,5,rpm,194,274,5.0,5.0,533,3661,0,514,0.498,1
132737,5,rpm,788,274,5.0,5.0,533,3661,0,514,0.498,1
132758,5,rpm,145,274,5.0,5.0,533,3661,0,514,0.499,1
132779,5,rpm,204,274,5.0,5.0,533,3661,0,514,0.499,1
132799,5,rpm,811,274,5.0,5.0,533,3661,0,514,0.499,1
132820,5,rpm,105,274,5.0,5.0,533,3661,0,514,0.499,1
132841,5,rpm,223,274,5.0,5.0,533,3661,0,514,0.499,1
132861,5,rpm,695,274,5.0,5.0,533,3661,0,514,0.499,1
132882,5,rpm,123,274,5.0,5.0,533,3661,0,515,0.499,1
132902,5,rpm,198,273,5.0,5.0,533,3661,0,515,0.499,1
132923,5,rpm,567,273,5.0,5.0,533,3661,0,515,0.499,1
132944,5,rpm,152,273,5.0,5.0,533,3661,0,515,0.499,1
132964,5,rpm,432,273,5.0,5.0,533,3661,0,515,0.499,1
132985,5,rpm,199,273,5.0,5.0,533,3661,0,515,0.5,1
133005,5,rpm,136,273,5.0,5.0,533,3661,0,515,0.5,1
133026,5,rpm,448,273,5.0,5.0,533,3661,0,515,0.5,1
133047,5,rpm,68,273,5.0,5.0,533,3661,0,515,0.5,1
133067,5,rpm,65,273,5.0,5.0,533,3661,0,515,0.5,1
133088,5,rpm,-900,273,5.0,5.0,533,3661,0,515,0.5,1
133108,5,rpm,-12,273,5.0,5.0,533,3661,0,516,0.5,1
133129,5,rpm,-12,273,5.0,5.0,533,3661,0,516,0.5,1
133150,5,rpm,15,273,5.0,5.0,533,3661,0,516,0.5,1
133170,5,rpm,5,273,5.0,5.0,533,3661,0,516,0.5,1
133191,5,rpm,-104,273,5.0,5.0,533,3661,0,516,0.5,1
133211,5,rpm,-45,273,5.0,5.0,533,3661,0,516,0.501,1
133232,5,rpm,-40,273,5.0,5.0,533,3661,0,516,0.501,1
133253,5,rpm,-64,273,5.0,5.0,533,3661,0,516,0.501,1
133273,5,rpm,-37,273,5.0,5.0,533,3661,0,516,0.501,1
133294,5,rpm,-61,273,5.0,5.0,533,3661,0,516,0.501,1
133315,5,rpm,-63,273,5.0,5.0,533,3661,0,516,0.501,1
133335,5,rpm,-32,273,5.0,5.0,533,3661,0,517,0.501,1
133356,5,rpm,-36,273,5.0,5.0,533,3661,0,517,0.501,1
133376,5,rpm,-13,273,5.0,5.0,533,3661,0,517,0.501,1
133397,5,rpm,-9,273,5.0,5.0,533,3661,0,517,0.501,1
133418,5,rpm,-10,273,5.0,5.0,533,3661,0,517,0.501,1
133438,5,rpm,1,273,5.0,5.0,533,3661,0,517,0.502,1
133459,5,rpm,5,273,5.0,5.0,533,3661,0,517,0.502,1
133479,5,rpm,35,273,5.0,5.0,533,3661,0,517,0.502,1
133500,5,rpm,27,273,5.0,5.0,533,3661,0,517,0.502,1
133521,5,rpm,52,273,5.0,5.0,533,3661,0,517,0.502,1
133541,5,rpm,177,273,5.0,5.0,533,3661,0,518,0.502,1
133562,5,rpm,77,273,5.0,5.0,533,3661,0,518,0.502,1
133582,5,rpm,200,273,5.0,5.0,533,3661,0,518,0.502,1
133603,5,rpm,281,273,5.0,5.0,533,3661,0,518,0.502,1
133624,5,rpm,135,273,5.0,5.0,533,3661,0,518,0.502,1
133644,5,rpm,683,274,5.0,5.0,533,3661,0,518,0.502,1
133665,5,rpm,136,274,5.0,5.0,533,3661,0,518,0.503,1
133685,5,rpm,199,274,5.0,5.0,533,3661,0,518,0.503,1
133706,5,rpm,758,274,5.0,5.0,533,3661,0,518,0.503,1
133726,5,rpm,115,274,5.0,5.0,533,3661,0,518,0.503,1
133747,5,rpm,260,274,5.0,5.0,533,3661,0,518,0.503,1
133768,5,rpm,743,274,5.0,5.0,533,3661,0,519,0.503,1
133788,5,rpm,173,274,5.0,5.0,533,3661,0,519,0.503,1
133809,5,rpm,754,274,5.0,5.0,533,3661,0,519,0.503,1
133829,5,rpm,197,274,5.0,5.0,533,3661,0,519,0.503,1
133850,5,rpm,278,274,5.0,5.0,533,3661,0,519,0.503,1
133870,5,rpm,953,274,5.0,5.0,533,3661,0,519,0.503,1
133891,5,rpm,103,274,5.0,5.0,533,3661,0,519,0.504,1
133912,5,rpm,312,274,5.0,5.0,533,3661,0,519,0.504,1
133932,5,rpm,846,274,5.0,5.0,533,3661,0,519,0.504,1
133953,5,rpm,178,274,5.0,5.0,533,3661,0,519,0.504,1
133974,5,rpm,343,274,5.0,5.0,533,3661,0,519,0.504,1
133994,5,rpm,770,274,5.0,5.0,533,3661,0,520,0.504,1
134015,5,rpm,241,273,5.0,5.0,533,3661,0,520,0.504,1
134035,5,rpm,657,273,5.0,5.0,533,3661,0,520,0.504,1
134056,5,rpm,318,273,5.0,5.0,533,3661,0,520,0.504,1
134077,5,rpm,312,273,5.0,5.0,533,3661,0,520,0.504,1
134097,5,rpm,924,273,5.0,5.0,533,3661,0,520,0.504,1
134118,5,rpm,113,273,5.0,5.0,533,3661,0,520,0.505,1
134138,5,rpm,318,273,5.0,5.0,533,3661,0,520,0.505,1
134159,5,rpm,779,273,5.0,5.0,533,3661,0,520,0.505,1
134179,5,rpm,171,273,5.0,5.0,533,3661,0,520,0.505,1
134200,5,rpm,310,273,5.0,5.0,533,3661,0,521,0.505,1
134221,5,rpm,745,273,5.0,5.0,533,3661,0,521,0.505,1
134241,5,rpm,238,273,5.0,5.0,533,3661,0,521,0.505,1
134262,5,rpm,813,273,5.0,5.0,533,3661,0,521,0.505,1
134283,5,rpm,163,273,5.0,5.0,533,3661,0,521,0.505,1
134303,5,rpm,329,273,5.0,5.0,533,3661,0,521,0.505,1
134324,5,rpm,881,273,5.0,5.0,533,3661,0,521,0.505,1
134344,5,rpm,127,273,5.0,5.0,533,3661,0,521,0.506,1
134365,5,rpm,328,273,5.0,5.0,533,3661,0,521,0.506,1
134386,5,rpm,771,273,5.0,5.0,533,3661,0,521,0.506,1
134406,5,rpm,196,273,5.0,5.0,533,3661,0,521,0.506,1
134427,5,rpm,301,272,5.0,5.0,533,3661,0,522,0.506,1
134447,5,rpm,707,272,5.0,5.0,533,3661,0,522,0.506,1
134468,5,rpm,253,272,5.0,5.0,533,3661,0,522,0.506,1
134489,5,rpm,878,272,5.0,5.0,533,3661,0,522,0.506,1
134509,5,rpm,112,272,5.0,5.0,533,3661,0,522,0.506,1
134530,5,rpm,293,272,5.0,5.0,533,3661,0,522,0.506,1
134550,5,rpm,814,272,5.0,5.0,533,3661,0,522,0.506,1
134571,5,rpm,134,272,5.0,5.0,533,3661,0,522,0.507,1
134592,5,rpm,265,272,5.0,5.0,533,3661,0,522,0.507,1
134612,5,rpm,713,272,5.0,5.0,533,3661,0,522,0.507,1
134633,5,rpm,176,272,5.0,5.0,533,3661,0,522,0.507,1
134654,5,rpm,282,272,5.0,5.0,533,3661,0,523,0.507,1
134674,5,rpm,601,272,5.0,5.0,533,3661,0,523,0.507,1
134695,5,rpm,209,272,5.0,5.0,533,3661,0,523,0.507,1
134715,5,rpm,783,272,5.0,5.0,533,3661,0,523,0.507,1
134736,5,rpm,102,272,5.0,5.0,533,3661,0,523,0.507,1
134757,5,rpm,213,271,5.0,5.0,533,3661,0,523,0.507,1
134777,5,rpm,669,271,5.0,5.0,533,3661,0,523,0.507,1
134798,5,rpm,108,271,5.0,5.0,533,3661,0,523,0.508,1
134818,5,rpm,178,271,5.0,5.0,533,3661,0,523,0.508,1
134839,5,rpm,552,271,5.0,5.0,533,3661,0,523,0.508,1
134859,5,rpm,122,271,5.0,5.0,533,3661,0,524,0.508,1
134880,5,rpm,224,271,5.0,5.0,533,3661,0,524,0.508,1
134901,5,rpm,318,271,5.0,5.0,533,3661,0,524,0.508,1
134921,5,rpm,77,271,5.0,5.0,533,3661,0,524,0.508,1
134942,5,rpm,50,271,5.0,5.0,533,3661,0,524,0.508,1
134962,5,rpm,-1384,271,5.0,5.0,533,3661,0,524,0.508,1
134983,5,rpm,-563,271,5.0,5.0,533,3661,0,524,0.508,1
135004,5,rpm,-56,271,5.0,5.0,533,3661,0,524,0.508,1
135024,5,rpm,35,271,5.0,5.0,533,3661,0,524,0.509,1
135045,5,rpm,-2,271,5.0,5.0,533,3661,0,524,0.509,1
135065,5,rpm,-71,271,5.0,5.0,533,3661,0,524,0.509,1
135086,5,rpm,-61,271,5.0,5.0,533,3661,0,525,0.509,1
135107,5,rpm,-66,271,5.0,5.0,533,3661,0,525,0.509,1
135127,5,rpm,-27,271,5.0,5.0,533,3661,0,525,0.509,1
135148,5,rpm,-45,271,5.0,5.0,533,3661,0,525,0.509,1
135168,5,rpm,-65,271,5.0,5.0,533,3661,0,525,0.509,1
135189,5,rpm,-29,271,5.0,5.0,533,3661,0,525,0.509,1
135210,5,rpm,-38,271,5.0,5.0,533,3661,0,525,0.509,1
135230,5,rpm,-29,271,5.0,5.0,533,3661,0,525,0.509,1
135251,5,rpm,-16,271,5.0,5.0,533,3661,0,525,0.51,1
135272,5,rpm,-16,271,5.0,5.0,533,3661,0,525,0.51,1
135292,5,rpm,-4,271,5.0,5.0,533,3661,0,525,0.51,1
135313,5,rpm,-2,272,5.0,5.0,533,3661,0,526,0.51,1
135333,5,rpm,14,272,5.0,5.0,533,3661,0,526,0.51,1
135354,5,rpm,26,272,5.0,5.0,533,3661,0,526,0.51,1
135375,5,rpm,32,272,5.0,5.0,533,3661,0,526,0.51,1
135395,5,rpm,138,272,5.0,5.0,533,3661,0,526,0.51,1
135416,5,rpm,68,272,5.0,5.0,533,3661,0,526,0.51,1
135436,5,rpm,107,272,5.0,5.0,533,3661,0,526,0.51,1
135457,5,rpm,297,272,5.0,5.0,533,3661,0,526,0.51,1
135478,5,rpm,92,272,5.0,5.0,533,3661,0,526,0.511,1
135498,5,rpm,145,272,5.0,5.0,533,3661,0,526,0.511,1
135519,5,rpm,467,272,5.0,5.0,533,3661,0,526,0.511,1
135539,5,rpm,164,272,5.0,5.0,533,3661,0,527,0.511,1
135560,5,rpm,667,272,5.0,5.0,533,3661,0,527,0.511,1
135580,5,rpm,166,272,5.0,5.0,533,3661,0,527,0.511,1
135601,5,rpm,221,272,5.0,5.0,533,3661,0,527,0.511,1
135622,5,rpm,841,272,5.0,5.0,533,3661,0,527,0.511,1
135642,5,rpm,121,272,5.0,5.0,533,3661,0,527,0.511,1
135663,5,rpm,284,272,5.0,5.0,533,3661,0,527,0.511,1
135683,5,rpm,779,272,5.0,5.0,533,3661,0,527,0.511,1
135704,5,rpm,186,272,5.0,5.0,533,3661,0,527,0.512,1
135725,5,rpm,588,272,5.0,5.0,533,3661,0,527,0.512,1
135745,5,rpm,402,272,5.0,5.0,533,3661,0,528,0.512,1
135766,5,rpm,251,272,5.0,5.0,533,3661,0,528,0.512,1
135786,5,rpm,937,272,5.0,5.0,533,3661,0,528,0.512,1
135807,5,rpm,113,272,5.0,5.0,533,3661,0,528,0.512,1
135828,5,rpm,331,272,5.0,5.0,533,3661,0,528,0.512,1
135848,5,rpm,891,272,5.0,5.0,533,3661,0,528,0.512,1
135869,5,rpm,179,272,5.0,5.0,533,3661,0,528,0.512,1
135890,5,rpm,364,272,5.0,5.0,533,3661,0,528,0.512,1
135910,5,rpm,753,272,5.0,5.0,533,3661,0,528,0.512,1
135931,5,rpm,226,272,5.0,5.0,533,3661,0,528,0.513,1
135951,5,rpm,502,272,5.0,5.0,533,3661,0,528,0.513,1
135972,5,rpm,466,272,5.0,5.0,533,3661,0,529,0.513,1
135993,5,rpm,278,272,5.0,5.0,533,3661,0,529,0.513,1
136013,5,rpm,956,272,5.0,5.0,533,3661,0,529,0.513,1
136034,5,rpm,113,272,5.0,5.0,533,3661,0,529,0.513,1
136055,5,rpm,317,272,5.0,5.0,533,3661,0,529,0.513,1
136075,5,rpm,804,272,5.0,5.0,533,3661,0,529,0.513,1
136096,5,rpm,170,272,5.0,5.0,533,3661,0,529,0.513,1
136116,5,rpm,339,272,5.0,5.0,533,3661,0,529,0.513,1
136137,5,rpm,731,272,5.0,5.0,533,3661,0,529,0.513,1
136158,5,rpm,229,272,5.0,5.0,533,3661,0,529,0.514,1
136178,5,rpm,921,272,5.0,5.0,533,3661,0,529,0.514,1
136199,5,rpm,115,272,5.0,5.0,533,3661,0,530,0.514,1
136219,5,rpm,294,272,5.0,5.0,533,3661,0,530,0.514,1
136240,5,rpm,883,272,5.0,5.0,533,3661,0,530,0.514,1
136261,5,rpm,132,271,5.0,5.0,533,3661,0,530,0.514,1
136281,5,rpm,314,271,5.0,5.0,533,3661,0,530,0.514,1
136302,5,rpm,767,271,5.0,5.0,533,3661,0,530,0.514,1
136323,5,rpm,199,271,5.0,5.0,533,3661,0,530,0.514,1
136343,5,rpm,316,271,5.0,5.0,533,3661,0,530,0.514,1
136364,5,rpm,710,271,5.0,5.0,533,3661,0,530,0.514,1
136384,5,rpm,237,271,5.0,5.0,533,3661,0,530,0.514,1
136405,5,rpm,829,271,5.0,5.0,533,3661,0,531,0.515,1
136426,5,rpm,144,271,5.0,5.0,533,3661,0,531,0.515,1
136446,5,rpm,272,271,5.0,5.0,533,3661,0,531,0.515,1
136467,5,rpm,828,271,5.0,5.0,533,3661,0,531,0.515,1
136487,5,rpm,134,271,5.0,5.0,533,3661,0,531,0.515,1
136508,5,rpm,264,271,5.0,5.0,533,3661,0,531,0.515,1
136529,5,rpm,735,271,5.0,5.0,533,3661,0,531,0.515,1
136549,5,rpm,175,271,5.0,5.0,533,3661,0,531,0.515,1
136570,5,rpm,247,270,5.0,5.0,533,3661,0,531,0.515,1
136590,5,rpm,665,270,5.0,5.0,533,3661,0,531,0.515,1
136611,5,rpm,184,270,5.0,5.0,533,3661,0,531,0.515,1
136632,5,rpm,760,270,5.0,5.0,533,3661,0,532,0.516,1
136652,5,rpm,90,270,5.0,5.0,533,3661,0,532,0.516,1
136673,5,rpm,174,270,5.0,5.0,533,3661,0,532,0.516,1
136693,5,rpm,686,270,5.0,5.0,533,3661,0,532,0.516,1
136714,5,rpm,103,270,5.0,5.0,533,3661,0,532,0.516,1
136735,5,rpm,163,270,5.0,5.0,533,3661,0,532,0.516,1
136755,5,rpm,467,270,5.0,5.0,533,3661,0,532,0.516,1
136776,5,rpm,77,270,5.0,5.0,533,3661,0,532,0.516,1
136797,5,rpm,72,270,5.0,5.0,533,3661,0,532,0.516,1
136817,5,rpm,-1198,270,5.0,5.0,533,3661,0,532,0.516,1
136838,5,rpm,-385,270,5.0,5.0,533,3661,0,532,0.516,1
136858,5,rpm,-104,270,5.0,5.0,533,3661,0,533,0.517,1
136879,5,rpm,2,270,5.0,5.0,533,3661,0,533,0.517,1
136900,5,rpm,1,270,5.0,5.0,533,3661,0,533,0.517,1
136920,5,rpm,-136,270,5.0,5.0,533,3661,0,533,0.517,1
136941,5,rpm,-63,270,5.0,5.0,533,3661,0,533,0.517,1
136962,5,rpm,-49,270,5.0,5.0,533,3661,0,533,0.517,1
136982,5,rpm,-64,270,5.0,5.0,533,3661,0,533,0.517,1
137003,5,rpm,-52,270,5.0,5.0,533,3661,0,533,0.517,1
137024,5,rpm,-70,270,5.0,5.0,533,3661,0,533,0.517,1
137044,5,rpm,-31,270,5.0,5.0,533,3661,0,533,0.517,1
137065,5,rpm,-32,270,5.0,5.0,533,3661,0,533,0.517,1
137086,5,rpm,-44,270,5.0,5.0,533,3661,0,534,0.518,1
137106,5,rpm,-20,270,5.0,5.0,533,3661,0,534,0.518,1
137127,5,rpm,-18,270,5.0,5.0,533,3661,0,534,0.518,1
137147,5,rpm,-4,270,5.0,5.0,533,3661,0,534,0.518,1
137168,5,rpm,1,270,5.0,5.0,533,3661,0,534,0.518,1
137188,5,rpm,5,270,5.0,5.0,533,3661,0,534,0.518,1
137209,5,rpm,26,270,5.0,5.0,533,3661,0,534,0.518,1
137230,5,rpm,26,270,5.0,5.0,533,3661,0,534,0.518,1
137250,5,rpm,73,270,5.0,5.0,533,3661,0,534,0.518,1
137271,5,rpm,105,270,5.0,5.0,533,3661,0,534,0.518,1
137291,5,rpm,94,270,5.0,5.0,533,3661,0,534,0.518,1
137312,5,rpm,310,270,5.0,5.0,533,3661,0,535,0.519,1
137333,5,rpm,89,270,5.0,5.0,533,3661,0,535,0.519,1
137353,5,rpm,139,270,5.0,5.0,533,3661,0,535,0.519,1
137374,5,rpm,531,270,5.0,5.0,533,3661,0,535,0.519,1
137394,5,rpm,131,270,5.0,5.0,533,3661,0,535,0.519,1
137415,5,rpm,234,270,5.0,5.0,533,3661,0,535,0.519,1
137436,5,rpm,628,270,5.0,5.0,533,3661,0,535,0.519,1
137456,5,rpm,188,270,5.0,5.0,533,3661,0,535,0.519,1
137477,5,rpm,799,270,5.0,5.0,533,3661,0,535,0.519,1
137497,5,rpm,147,270,5.0,5.0,533,3661,0,535,0.519,1
137518,5,rpm,250,270,5.0,5.0,533,3661,0,536,0.519,1
137539,5,rpm,877,270,5.0,5.0,533,3661,0,536,0.52,1
137559,5,rpm,126,270,5.0,5.0,533,3661,0,536,0.52,1
137580,5,rpm,301,270,5.0,5.0,533,3661,0,536,0.52,1
137601,5,rpm,811,270,5.0,5.0,533,3661,0,536,0.52,1
137621,5,rpm,214,270,5.0,5.0,533,3661,0,536,0.52,1
137642,5,rpm,317,270,5.0,5.0,533,3661,0,536,0.52,1
137662,5,rpm,688,270,5.0,5.0,533,3661,0,536,0.52,1
137683,5,rpm,287,270,5.0,5.0,533,3661,0,536,0.52,1
137704,5,rpm,969,270,5.0,5.0,533,3661,0,536,0.52,1
137724,5,rpm,108,270,5.0,5.0,533,3661,0,536,0.52,1
137745,5,rpm,349,270,5.0,5.0,533,3661,0,537,0.52,1
137766,5,rpm,843,270,5.0,5.0,533,3661,0,537,0.521,1
137786,5,rpm,176,270,5.0,5.0,533,3661,0,537,0.521,1
137807,5,rpm,320,270,5.0,5.0,533,3661,0,537,0.521,1
137827,5,rpm,764,270,5.0,5.0,533,3661,0,537,0.521,1
137848,5,rpm,219,270,5.0,5.0,533,3661,0,537,0.521,1
137869,5,rpm,759,270,5.0,5.0,533,3661,0,537,0.521,1
137889,5,rpm,209,270,5.0,5.0,533,3661,0,537,0.521,1
137910,5,rpm,298,270,5.0,5.0,533,3661,0,537,0.521,1
137930,5,rpm,901,270,5.0,5.0,533,3661,0,537,0.521,1
137951,5,rpm,126,270,5.0,5.0,533,3661,0,537,0.521,1
137972,5,rpm,329,270,5.0,5.0,533,3661,0,538,0.521,1
137992,5,rpm,824,270,5.0,5.0,533,3661,0,538,0.522,1
138013,5,rpm,176,270,5.0,5.0,533,3661,0,538,0.522,1
138033,5,rpm,342,270,5.0,5.0,533,3661,0,538,0.522,1
138054,5,rpm,734,270,5.0,5.0,533,3661,0,538,0.522,1
138075,5,rpm,236,270,5.0,5.0,533,3661,0,538,0.522,1
138095,5,rpm,682,270,5.0,5.0,533,3661,0,538,0.522,1
138116,5,rpm,263,270,5.0,5.0,533,3661,0,538,0.522,1
138136,5,rpm,323,269,5.0,5.0,533,3661,0,538,0.522,1
138157,5,rpm,871,269,5.0,5.0,533,3661,0,538,0.522,1
138178,5,rpm,127,269,5.0,5.0,533,3661,0,538,0.522,1
138198,5,rpm,297,269,5.0,5.0,533,3661,0,539,0.522,1
138219,5,rpm,774,269,5.0,5.0,533,3661,0,539,0.523,1
138240,5,rpm,161,269,5.0,5.0,533,3661,0,539,0.523,1
138260,5,rpm,263,269,5.0,5.0,533,3661,0,539,0.523,1
138281,5,rpm,431,269,5.0,5.0,533,3661,0,539,0.523,1
138301,5,rpm,22,269,5.0,5.0,533,3661,0,539,0.523,1
138322,5,rpm,9,269,5.0,5.0,533,3661,0,539,0.523,1
138343,5,rpm,7,269,5.0,5.0,533,3661,0,539,0.523,1
138363,5,rpm,6,269,5.0,5.0,533,3661,0,539,0.523,1
138384,5,rpm,11,269,5.0,5.0,533,3661,0,539,0.523,1
138404,5,rpm,46,269,5.0,5.0,533,3661,0,540,0.523,1
138425,5,rpm,2124,269,5.0,5.0,533,3661,0,540,0.523,1
138446,5,rpm,1428,269,5.0,5.0,533,3661,0,540,0.523,1
138466,5,rpm,65,269,5.0,5.0,533,3661,0,540,0.524,1
138487,5,rpm,315,268,5.0,5.0,533,3661,0,540,0.524,1
138508,5,rpm,409,268,5.0,5.0,533,3661,0,540,0.524,1
138528,5,rpm,165,268,5.0,5.0,533,3661,0,540,0.524,1
138549,5,rpm,674,268,5.0,5.0,533,3661,0,540,0.524,1
138569,5,rpm,99,268,5.0,5.0,533,3661,0,540,0.524,1
138590,5,rpm,181,268,5.0,5.0,533,3661,0,540,0.524,1
138611,5,rpm,528,268,5.0,5.0,533,3661,0,540,0.524,1
138631,5,rpm,70,268,5.0,5.0,533,3661,0,541,0.524,1
138652,5,rpm,137,268,5.0,5.0,533,3661,0,541,0.524,1
138672,5,rpm,435,268,5.0,5.0,533,3661,0,541,0.524,1
138693,5,rpm,-10,268,5.0,5.0,533,3661,0,541,0.525,1
138714,5,rpm,-556,268,5.0,5.0,533,3661,0,541,0.525,1
138734,5,rpm,-1427,268,5.0,5.0,533,3661,0,541,0.525,1
138755,5,rpm,-714,268,5.0,5.0,533,3661,0,541,0.525,1
138776,5,rpm,171,268,5.0,5.0,533,3661,0,541,0.525,1
138796,5,rpm,308,268,5.0,5.0,533,3661,0,541,0.525,1
138817,5,rpm,17,268,5.0,5.0,533,3661,0,541,0.525,1
138837,5,rpm,-55,268,5.0,5.0,533,3661,0,541,0.525,1
138858,5,rpm,-3,268,5.0,5.0,533,3661,0,542,0.525,1
138879,5,rpm,-2,268,5.0,5.0,533,3661,0,542,0.525,1
138899,5,rpm,-1,268,5.0,5.0,533,3661,0,542,0.525,1
138920,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
138941,5,rpm,-1,268,5.0,5.0,533,3661,0,542,0.526,1
138961,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
138982,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
139002,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
139023,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
139044,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
139064,5,rpm,0,268,5.0,5.0,533,3661,0,542,0.526,1
139085,5,rpm,0,269,5.0,5.0,533,3661,0,543,0.526,1
139105,5,rpm,0,269,5.0,5.0,533,3661,0,543,0.526,1
139126,5,rpm,1,269,5.0,5.0,533,3661,0,543,0.526,1
139147,5,rpm,1,269,5.0,5.0,533,3661,0,543,0.527,1
139167,5,rpm,30,269,5.0,5.0,533,3661,0,543,0.527,1
139188,5,rpm,65,269,5.0,5.0,533,3661,0,543,0.527,1
139208,5,rpm,142,269,5.0,5.0,533,3661,0,543,0.527,1
139229,5,rpm,435,269,5.0,5.0,533,3661,0,543,0.527,1
139250,5,rpm,127,269,5.0,5.0,533,3661,0,543,0.527,1
139270,5,rpm,182,269,5.0,5.0,533,3661,0,543,0.527,1
139291,5,rpm,519,269,5.0,5.0,533,3661,0,543,0.527,1
139311,5,rpm,117,269,5.0,5.0,533,3661,0,544,0.527,1
139332,5,rpm,222,269,5.0,5.0,533,3661,0,544,0.527,1
139353,5,rpm,682,269,5.0,5.0,533,3661,0,544,0.527,1
139373,5,rpm,191,269,5.0,5.0,533,3661,0,544,0.528,1
139394,5,rpm,840,269,5.0,5.0,533,3661,0,544,0.528,1
139414,5,rpm,140,269,5.0,5.0,533,3661,0,544,0.528,1
