t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn
139435,5,rpm,223,269,5.0,5.0,533,3661,0,544,0.528,1
139456,5,rpm,634,269,5.0,5.0,533,3661,0,544,0.528,1
139476,5,rpm,-24,269,5.0,5.0,533,3661,0,544,0.528,1
139497,5,rpm,9,269,5.0,5.0,533,3661,0,544,0.528,1
139517,5,rpm,10,269,5.0,5.0,533,3661,0,544,0.528,1
139538,5,rpm,4,269,5.0,5.0,533,3661,0,545,0.528,1
139559,5,rpm,7,269,5.0,5.0,533,3661,0,545,0.528,1
139579,5,rpm,5,269,5.0,5.0,533,3661,0,545,0.528,1
139600,5,rpm,4,269,5.0,5.0,533,3661,0,545,0.529,1
139620,5,rpm,782,269,5.0,5.0,533,3661,0,545,0.529,1
139641,5,rpm,3,269,5.0,5.0,533,3661,0,545,0.529,1
139662,5,rpm,183,269,5.0,5.0,533,3661,0,545,0.529,1
139682,5,rpm,854,269,5.0,5.0,533,3661,0,545,0.529,1
139703,5,rpm,157,269,5.0,5.0,533,3661,0,545,0.529,1
139723,5,rpm,357,269,5.0,5.0,533,3661,0,545,0.529,1
139744,5,rpm,815,269,5.0,5.0,533,3661,0,546,0.529,1
139765,5,rpm,209,269,5.0,5.0,533,3661,0,546,0.529,1
139785,5,rpm,620,269,5.0,5.0,533,3661,0,546,0.529,1
139806,5,rpm,443,269,5.0,5.0,533,3661,0,546,0.529,1
139826,5,rpm,320,269,5.0,5.0,533,3661,0,546,0.529,1
139847,5,rpm,1025,269,5.0,5.0,533,3661,0,546,0.53,1
139868,5,rpm,91,269,5.0,5.0,533,3661,0,546,0.53,1
139888,5,rpm,363,269,5.0,5.0,533,3661,0,546,0.53,1
139909,5,rpm,879,269,5.0,5.0,533,3661,0,546,0.53,1
139929,5,rpm,181,269,5.0,5.0,533,3661,0,546,0.53,1
139950,5,rpm,368,269,5.0,5.0,533,3661,0,546,0.53,1
139971,5,rpm,810,268,5.0,5.0,533,3661,0,547,0.53,1
139991,5,rpm,215,268,5.0,5.0,533,3661,0,547,0.53,1
140012,5,rpm,708,268,5.0,5.0,533,3661,0,547,0.53,1
140032,5,rpm,319,268,5.0,5.0,533,3661,0,547,0.53,1
140053,5,rpm,305,268,5.0,5.0,533,3661,0,547,0.53,1
140074,5,rpm,965,268,5.0,5.0,533,3661,0,547,0.531,1
140094,5,rpm,106,268,5.0,5.0,533,3661,0,547,0.531,1
140115,5,rpm,312,268,5.0,5.0,533,3661,0,547,0.531,1
140136,5,rpm,829,268,5.0,5.0,533,3661,0,547,0.531,1
140156,5,rpm,156,268,5.0,5.0,533,3661,0,547,0.531,1
140177,5,rpm,359,267,5.0,5.0,533,3661,0,547,0.531,1
140197,5,rpm,649,267,5.0,5.0,533,3661,0,548,0.531,1
140218,5,rpm,207,267,5.0,5.0,533,3661,0,548,0.531,1
140239,5,rpm,863,267,5.0,5.0,533,3661,0,548,0.531,1
140259,5,rpm,141,267,5.0,5.0,533,3661,0,548,0.531,1
140280,5,rpm,257,267,5.0,5.0,533,3661,0,548,0.531,1
140300,5,rpm,863,267,5.0,5.0,533,3661,0,548,0.532,1
140321,5,rpm,102,267,5.0,5.0,533,3661,0,548,0.532,1
140342,5,rpm,227,266,5.0,5.0,533,3661,0,548,0.532,1
140362,5,rpm,708,266,5.0,5.0,533,3661,0,548,0.532,1
140383,5,rpm,124,266,5.0,5.0,533,3661,0,548,0.532,1
140403,5,rpm,224,266,5.0,5.0,533,3661,0,548,0.532,1
140424,5,rpm,617,266,5.0,5.0,533,3661,0,549,0.532,1
140445,5,rpm,152,266,5.0,5.0,533,3661,0,549,0.532,1
140465,5,rpm,577,266,5.0,5.0,533,3661,0,549,0.532,1
140486,5,rpm,102,266,5.0,5.0,533,3661,0,549,0.532,1
140506,5,rpm,170,265,5.0,5.0,533,3661,0,549,0.532,1
140527,5,rpm,503,265,5.0,5.0,533,3661,0,549,0.533,1
140548,5,rpm,82,265,5.0,5.0,533,3661,0,549,0.533,1
140568,5,rpm,147,265,5.0,5.0,533,3661,0,549,0.533,1
140589,5,rpm,318,265,5.0,5.0,533,3661,0,549,0.533,1
140609,5,rpm,33,265,5.0,5.0,533,3661,0,549,0.533,1
140630,5,rpm,-649,265,5.0,5.0,533,3661,0,549,0.533,1
140651,5,rpm,-1124,265,5.0,5.0,533,3661,0,550,0.533,1
140671,5,rpm,-392,264,5.0,5.0,533,3661,0,550,0.533,1
140692,5,rpm,-65,264,5.0,5.0,533,3661,0,550,0.533,1
140712,5,rpm,-2,264,5.0,5.0,533,3661,0,550,0.533,1
140733,5,rpm,-50,264,5.0,5.0,533,3661,0,550,0.533,1
140754,5,rpm,-166,264,5.0,5.0,533,3661,0,550,0.533,1
140774,5,rpm,-47,264,5.0,5.0,533,3661,0,550,0.534,1
140795,5,rpm,-52,264,5.0,5.0,533,3661,0,550,0.534,1
140815,5,rpm,-51,264,5.0,5.0,533,3661,0,550,0.534,1
140836,5,rpm,-39,264,5.0,5.0,533,3661,0,550,0.534,1
140857,5,rpm,-55,263,5.0,5.0,533,3661,0,550,0.534,1
140877,5,rpm,-17,263,5.0,5.0,533,3661,0,551,0.534,1
140898,5,rpm,-20,263,5.0,5.0,533,3661,0,551,0.534,1
140919,5,rpm,-21,263,5.0,5.0,533,3661,0,551,0.534,1
140939,5,rpm,-12,263,5.0,5.0,533,3661,0,551,0.534,1
140960,5,rpm,-6,263,5.0,5.0,533,3661,0,551,0.534,1
140981,5,rpm,12,263,5.0,5.0,533,3661,0,551,0.534,1
141001,5,rpm,11,263,5.0,5.0,533,3661,0,551,0.535,1
141022,5,rpm,28,263,5.0,5.0,533,3661,0,551,0.535,1
141042,5,rpm,133,263,5.0,5.0,533,3661,0,551,0.535,1
141063,5,rpm,73,263,5.0,5.0,533,3661,0,551,0.535,1
141084,5,rpm,245,262,5.0,5.0,533,3661,0,551,0.535,1
141104,5,rpm,128,262,5.0,5.0,533,3661,0,552,0.535,1
141125,5,rpm,117,262,5.0,5.0,533,3661,0,552,0.535,1
141145,5,rpm,533,262,5.0,5.0,533,3661,0,552,0.535,1
141166,5,rpm,84,262,5.0,5.0,533,3661,0,552,0.535,1
141187,5,rpm,187,262,5.0,5.0,533,3661,0,552,0.535,1
141207,5,rpm,719,262,5.0,5.0,533,3661,0,552,0.535,1
141228,5,rpm,124,262,5.0,5.0,533,3661,0,552,0.536,1
141248,5,rpm,242,262,5.0,5.0,533,3661,0,552,0.536,1
141269,5,rpm,778,262,5.0,5.0,533,3661,0,552,0.536,1
141290,5,rpm,194,261,5.0,5.0,533,3661,0,552,0.536,1
141310,5,rpm,1003,261,5.0,5.0,533,3661,0,552,0.536,1
141331,5,rpm,81,261,5.0,5.0,533,3661,0,553,0.536,1
141351,5,rpm,278,261,5.0,5.0,533,3661,0,553,0.536,1
141372,5,rpm,963,261,5.0,5.0,533,3661,0,553,0.536,1
141393,5,rpm,132,261,5.0,5.0,533,3661,0,553,0.536,1
141413,5,rpm,344,261,5.0,5.0,533,3661,0,553,0.536,1
141434,5,rpm,856,261,5.0,5.0,533,3661,0,553,0.536,1
141455,5,rpm,185,260,5.0,5.0,533,3661,0,553,0.536,1
141475,5,rpm,656,260,5.0,5.0,533,3661,0,553,0.537,1
141496,5,rpm,442,260,5.0,5.0,533,3661,0,553,0.537,1
141516,5,rpm,295,260,5.0,5.0,533,3661,0,553,0.537,1
141537,5,rpm,1029,260,5.0,5.0,533,3661,0,553,0.537,1
141558,5,rpm,91,260,5.0,5.0,533,3661,0,554,0.537,1
141578,5,rpm,338,259,5.0,5.0,533,3661,0,554,0.537,1
141599,5,rpm,904,259,5.0,5.0,533,3661,0,554,0.537,1
141620,5,rpm,142,259,5.0,5.0,533,3661,0,554,0.537,1
141640,5,rpm,339,259,5.0,5.0,533,3661,0,554,0.537,1
141661,5,rpm,826,259,5.0,5.0,533,3661,0,554,0.537,1
141682,5,rpm,206,259,5.0,5.0,533,3661,0,554,0.537,1
141702,5,rpm,556,258,5.0,5.0,533,3661,0,554,0.537,1
141723,5,rpm,481,258,5.0,5.0,533,3661,0,554,0.538,1
141743,5,rpm,319,258,5.0,5.0,533,3661,0,554,0.538,1
141764,5,rpm,1007,258,5.0,5.0,533,3661,0,554,0.538,1
141785,5,rpm,88,258,5.0,5.0,533,3661,0,554,0.538,1
141805,5,rpm,352,258,5.0,5.0,533,3661,0,555,0.538,1
141826,5,rpm,874,257,5.0,5.0,533,3661,0,555,0.538,1
141846,5,rpm,149,257,5.0,5.0,533,3661,0,555,0.538,1
141867,5,rpm,360,257,5.0,5.0,533,3661,0,555,0.538,1
141888,5,rpm,797,257,5.0,5.0,533,3661,0,555,0.538,1
141908,5,rpm,208,257,5.0,5.0,533,3661,0,555,0.538,1
141929,5,rpm,712,257,5.0,5.0,533,3661,0,555,0.538,1
141949,5,rpm,366,256,5.0,5.0,533,3661,0,555,0.539,1
141970,5,rpm,303,256,5.0,5.0,533,3661,0,555,0.539,1
141991,5,rpm,955,256,5.0,5.0,533,3661,0,555,0.539,1
142011,5,rpm,95,256,5.0,5.0,533,3661,0,555,0.539,1
142032,5,rpm,300,256,5.0,5.0,533,3661,0,556,0.539,1
142052,5,rpm,829,256,5.0,5.0,533,3661,0,556,0.539,1
142073,5,rpm,145,255,5.0,5.0,533,3661,0,556,0.539,1
142094,5,rpm,301,255,5.0,5.0,533,3661,0,556,0.539,1
142114,5,rpm,713,255,5.0,5.0,533,3661,0,556,0.539,1
142135,5,rpm,199,255,5.0,5.0,533,3661,0,556,0.539,1
142155,5,rpm,737,255,5.0,5.0,533,3661,0,556,0.539,1
142176,5,rpm,190,255,5.0,5.0,533,3661,0,556,0.539,1
142197,5,rpm,246,254,5.0,5.0,533,3661,0,556,0.54,1
142217,5,rpm,827,254,5.0,5.0,533,3661,0,556,0.54,1
142238,5,rpm,89,254,5.0,5.0,533,3661,0,556,0.54,1
142258,5,rpm,213,254,5.0,5.0,533,3661,0,556,0.54,1
142279,5,rpm,710,254,5.0,5.0,533,3661,0,557,0.54,1
142299,5,rpm,107,254,5.0,5.0,533,3661,0,557,0.54,1
142320,5,rpm,201,254,5.0,5.0,533,3661,0,557,0.54,1
142341,5,rpm,598,254,5.0,5.0,533,3661,0,557,0.54,1
142361,5,rpm,144,253,5.0,5.0,533,3661,0,557,0.54,1
142382,5,rpm,603,253,5.0,5.0,533,3661,0,557,0.54,1
142403,5,rpm,77,253,5.0,5.0,533,3661,0,557,0.54,1
142423,5,rpm,151,253,5.0,5.0,533,3661,0,557,0.54,1
142444,5,rpm,462,253,5.0,5.0,533,3661,0,557,0.541,1
142464,5,rpm,73,253,5.0,5.0,533,3661,0,557,0.541,1
142485,5,rpm,-375,253,5.0,5.0,533,3661,0,557,0.541,1
142506,5,rpm,-1380,253,5.0,5.0,533,3661,0,558,0.541,1
142526,5,rpm,-807,253,5.0,5.0,533,3661,0,558,0.541,1
142547,5,rpm,-242,253,5.0,5.0,533,3661,0,558,0.541,1
142567,5,rpm,-77,253,5.0,5.0,533,3661,0,558,0.541,1
142588,5,rpm,-16,253,5.0,5.0,533,3661,0,558,0.541,1
142609,5,rpm,-107,253,5.0,5.0,533,3661,0,558,0.541,1
142629,5,rpm,-36,253,5.0,5.0,533,3661,0,558,0.541,1
142650,5,rpm,-32,253,5.0,5.0,533,3661,0,558,0.541,1
142671,5,rpm,-77,253,5.0,5.0,533,3661,0,558,0.541,1
142691,5,rpm,-40,253,5.0,5.0,533,3661,0,558,0.542,1
142712,5,rpm,-60,253,5.0,5.0,533,3661,0,558,0.542,1
142732,5,rpm,-52,253,5.0,5.0,533,3661,0,558,0.542,1
142753,5,rpm,-31,253,5.0,5.0,533,3661,0,559,0.542,1
142774,5,rpm,-31,253,5.0,5.0,533,3661,0,559,0.542,1
142794,5,rpm,-26,253,5.0,5.0,533,3661,0,559,0.542,1
142815,5,rpm,-24,253,5.0,5.0,533,3661,0,559,0.542,1
142836,5,rpm,-1,253,5.0,5.0,533,3661,0,559,0.542,1
142856,5,rpm,8,253,5.0,5.0,533,3661,0,559,0.542,1
142877,5,rpm,7,253,5.0,5.0,533,3661,0,559,0.542,1
142897,5,rpm,77,253,5.0,5.0,533,3661,0,559,0.542,1
142918,5,rpm,45,253,5.0,5.0,533,3661,0,559,0.543,1
142939,5,rpm,65,253,5.0,5.0,533,3661,0,559,0.543,1
142959,5,rpm,213,253,5.0,5.0,533,3661,0,559,0.543,1
142980,5,rpm,86,253,5.0,5.0,533,3661,0,560,0.543,1
143000,5,rpm,212,253,5.0,5.0,533,3661,0,560,0.543,1
143021,5,rpm,276,253,5.0,5.0,533,3661,0,560,0.543,1
143042,5,rpm,160,254,5.0,5.0,533,3661,0,560,0.543,1
143062,5,rpm,669,254,5.0,5.0,533,3661,0,560,0.543,1
143083,5,rpm,100,254,5.0,5.0,533,3661,0,560,0.543,1
143104,5,rpm,230,254,5.0,5.0,533,3661,0,560,0.543,1
143124,5,rpm,854,254,5.0,5.0,533,3661,0,560,0.543,1
143145,5,rpm,131,254,5.0,5.0,533,3661,0,560,0.543,1
143165,5,rpm,252,254,5.0,5.0,533,3661,0,560,0.544,1
143186,5,rpm,809,254,5.0,5.0,533,3661,0,560,0.544,1
143207,5,rpm,186,254,5.0,5.0,533,3661,0,561,0.544,1
143227,5,rpm,868,254,5.0,5.0,533,3661,0,561,0.544,1
143248,5,rpm,215,254,5.0,5.0,533,3661,0,561,0.544,1
143268,5,rpm,322,254,5.0,5.0,533,3661,0,561,0.544,1
143289,5,rpm,971,254,5.0,5.0,533,3661,0,561,0.544,1
143310,5,rpm,117,254,5.0,5.0,533,3661,0,561,0.544,1
143330,5,rpm,372,254,5.0,5.0,533,3661,0,561,0.544,1
143351,5,rpm,863,255,5.0,5.0,533,3661,0,561,0.544,1
143371,5,rpm,183,255,5.0,5.0,533,3661,0,561,0.544,1
143392,5,rpm,579,255,5.0,5.0,533,3661,0,561,0.544,1
143413,5,rpm,493,255,5.0,5.0,533,3661,0,561,0.545,1
143433,5,rpm,276,255,5.0,5.0,533,3661,0,561,0.545,1
143454,5,rpm,986,255,5.0,5.0,533,3661,0,562,0.545,1
143474,5,rpm,88,255,5.0,5.0,533,3661,0,562,0.545,1
143495,5,rpm,328,255,5.0,5.0,533,3661,0,562,0.545,1
143516,5,rpm,912,255,5.0,5.0,533,3661,0,562,0.545,1
143536,5,rpm,137,255,5.0,5.0,533,3661,0,562,0.545,1
143557,5,rpm,340,255,5.0,5.0,533,3661,0,562,0.545,1
143577,5,rpm,834,255,5.0,5.0,533,3661,0,562,0.545,1
143598,5,rpm,175,255,5.0,5.0,533,3661,0,562,0.545,1
143619,5,rpm,684,255,5.0,5.0,533,3661,0,562,0.545,1
143639,5,rpm,379,255,5.0,5.0,533,3661,0,562,0.545,1
143660,5,rpm,309,255,5.0,5.0,533,3661,0,562,0.546,1
143680,5,rpm,1005,255,5.0,5.0,533,3661,0,563,0.546,1
143701,5,rpm,74,255,5.0,5.0,533,3661,0,563,0.546,1
143722,5,rpm,352,255,5.0,5.0,533,3661,0,563,0.546,1
143742,5,rpm,878,255,5.0,5.0,533,3661,0,563,0.546,1
143763,5,rpm,148,255,5.0,5.0,533,3661,0,563,0.546,1
143783,5,rpm,353,256,5.0,5.0,533,3661,0,563,0.546,1
143804,5,rpm,795,256,5.0,5.0,533,3661,0,563,0.546,1
143825,5,rpm,187,256,5.0,5.0,533,3661,0,563,0.546,1
143845,5,rpm,853,256,5.0,5.0,533,3661,0,563,0.546,1
143866,5,rpm,178,256,5.0,5.0,533,3661,0,563,0.546,1
143887,5,rpm,285,256,5.0,5.0,533,3661,0,563,0.546,1
143907,5,rpm,940,256,5.0,5.0,533,3661,0,563,0.547,1
143928,5,rpm,78,256,5.0,5.0,533,3661,0,564,0.547,1
143948,5,rpm,299,256,5.0,5.0,533,3661,0,564,0.547,1
143969,5,rpm,852,256,5.0,5.0,533,3661,0,564,0.547,1
143990,5,rpm,138,256,5.0,5.0,533,3661,0,564,0.547,1
144010,5,rpm,300,256,5.0,5.0,533,3661,0,564,0.547,1
144031,5,rpm,768,256,5.0,5.0,533,3661,0,564,0.547,1
144051,5,rpm,174,256,5.0,5.0,533,3661,0,564,0.547,1
144072,5,rpm,639,256,5.0,5.0,533,3661,0,564,0.547,1
144093,5,rpm,259,256,5.0,5.0,533,3661,0,564,0.547,1
144113,5,rpm,219,256,5.0,5.0,533,3661,0,564,0.547,1
144134,5,rpm,810,256,5.0,5.0,533,3661,0,564,0.548,1
144155,5,rpm,79,257,5.0,5.0,533,3661,0,565,0.548,1
144175,5,rpm,205,257,5.0,5.0,533,3661,0,565,0.548,1
144196,5,rpm,660,257,5.0,5.0,533,3661,0,565,0.548,1
144216,5,rpm,103,257,5.0,5.0,533,3661,0,565,0.548,1
144237,5,rpm,191,257,5.0,5.0,533,3661,0,565,0.548,1
144258,5,rpm,540,257,5.0,5.0,533,3661,0,565,0.548,1
144278,5,rpm,108,257,5.0,5.0,533,3661,0,565,0.548,1
144299,5,rpm,170,257,5.0,5.0,533,3661,0,565,0.548,1
144319,5,rpm,-178,257,5.0,5.0,533,3661,0,565,0.548,1
144340,5,rpm,0,257,5.0,5.0,533,3661,0,565,0.548,1
144361,5,rpm,-750,258,5.0,5.0,533,3661,0,565,0.548,1
144381,5,rpm,-1188,258,5.0,5.0,533,3661,0,566,0.549,1
144402,5,rpm,-414,258,5.0,5.0,533,3661,0,566,0.549,1
144423,5,rpm,-103,258,5.0,5.0,533,3661,0,566,0.549,1
144443,5,rpm,-5,258,5.0,5.0,533,3661,0,566,0.549,1
144464,5,rpm,-29,258,5.0,5.0,533,3661,0,566,0.549,1
144484,5,rpm,-57,258,5.0,5.0,533,3661,0,566,0.549,1
144505,5,rpm,-57,259,5.0,5.0,533,3661,0,566,0.549,1
144526,5,rpm,-76,259,5.0,5.0,533,3661,0,566,0.549,1
144546,5,rpm,-20,259,5.0,5.0,533,3661,0,566,0.549,1
144567,5,rpm,-44,259,5.0,5.0,533,3661,0,566,0.549,1
144588,5,rpm,-66,259,5.0,5.0,533,3661,0,566,0.549,1
144608,5,rpm,-33,259,5.0,5.0,533,3661,0,566,0.549,1
144629,5,rpm,-40,260,5.0,5.0,533,3661,0,567,0.55,1
144649,5,rpm,-15,260,5.0,5.0,533,3661,0,567,0.55,1
144670,5,rpm,-11,260,5.0,5.0,533,3661,0,567,0.55,1
144691,5,rpm,-13,260,5.0,5.0,533,3661,0,567,0.55,1
144711,5,rpm,4,260,5.0,5.0,533,3661,0,567,0.55,1
144732,5,rpm,4,261,5.0,5.0,533,3661,0,567,0.55,1
144752,5,rpm,27,261,5.0,5.0,533,3661,0,567,0.55,1
144773,5,rpm,26,261,5.0,5.0,533,3661,0,567,0.55,1
144794,5,rpm,43,261,5.0,5.0,533,3661,0,567,0.55,1
144814,5,rpm,197,261,5.0,5.0,533,3661,0,567,0.55,1
144835,5,rpm,68,262,5.0,5.0,533,3661,0,567,0.55,1
144855,5,rpm,117,262,5.0,5.0,533,3661,0,568,0.551,1
144876,5,rpm,372,262,5.0,5.0,533,3661,0,568,0.551,1
144897,5,rpm,116,262,5.0,5.0,533,3661,0,568,0.551,1
144917,5,rpm,304,262,5.0,5.0,533,3661,0,568,0.551,1
144938,5,rpm,504,263,5.0,5.0,533,3661,0,568,0.551,1
144958,5,rpm,179,263,5.0,5.0,533,3661,0,568,0.551,1
144979,5,rpm,833,263,5.0,5.0,533,3661,0,568,0.551,1
145000,5,rpm,78,263,5.0,5.0,533,3661,0,568,0.551,1
145020,5,rpm,243,263,5.0,5.0,533,3661,0,568,0.551,1
145041,5,rpm,872,263,5.0,5.0,533,3661,0,568,0.551,1
145062,5,rpm,110,264,5.0,5.0,533,3661,0,568,0.551,1
145082,5,rpm,315,264,5.0,5.0,533,3661,0,569,0.551,1
145103,5,rpm,805,264,5.0,5.0,533,3661,0,569,0.552,1
145123,5,rpm,228,264,5.0,5.0,533,3661,0,569,0.552,1
145144,5,rpm,805,264,5.0,5.0,533,3661,0,569,0.552,1
145164,5,rpm,243,264,5.0,5.0,533,3661,0,569,0.552,1
145185,5,rpm,318,265,5.0,5.0,533,3661,0,569,0.552,1
145206,5,rpm,965,265,5.0,5.0,533,3661,0,569,0.552,1
145226,5,rpm,109,265,5.0,5.0,533,3661,0,569,0.552,1
145247,5,rpm,368,265,5.0,5.0,533,3661,0,569,0.552,1
145268,5,rpm,873,265,5.0,5.0,533,3661,0,569,0.552,1
145288,5,rpm,169,265,5.0,5.0,533,3661,0,569,0.552,1
145309,5,rpm,357,265,5.0,5.0,533,3661,0,570,0.552,1
145329,5,rpm,793,265,5.0,5.0,533,3661,0,570,0.553,1
145350,5,rpm,257,266,5.0,5.0,533,3661,0,570,0.553,1
145371,5,rpm,968,266,5.0,5.0,533,3661,0,570,0.553,1
145391,5,rpm,93,266,5.0,5.0,533,3661,0,570,0.553,1
145412,5,rpm,337,266,5.0,5.0,533,3661,0,570,0.553,1
145433,5,rpm,907,266,5.0,5.0,533,3661,0,570,0.553,1
145453,5,rpm,127,266,5.0,5.0,533,3661,0,570,0.553,1
145474,5,rpm,333,266,5.0,5.0,533,3661,0,570,0.553,1
145494,5,rpm,830,266,5.0,5.0,533,3661,0,570,0.553,1
145515,5,rpm,169,266,5.0,5.0,533,3661,0,570,0.553,1
145536,5,rpm,399,266,5.0,5.0,533,3661,0,571,0.553,1
145556,5,rpm,711,266,5.0,5.0,533,3661,0,571,0.554,1
145577,5,rpm,309,267,5.0,5.0,533,3661,0,571,0.554,1
145597,5,rpm,999,267,5.0,5.0,533,3661,0,571,0.554,1
145618,5,rpm,73,267,5.0,5.0,533,3661,0,571,0.554,1
145639,5,rpm,345,267,5.0,5.0,533,3661,0,571,0.554,1
145659,5,rpm,875,267,5.0,5.0,533,3661,0,571,0.554,1
145680,5,rpm,128,267,5.0,5.0,533,3661,0,571,0.554,1
145700,5,rpm,341,267,5.0,5.0,533,3661,0,571,0.554,1
145721,5,rpm,805,267,5.0,5.0,533,3661,0,571,0.554,1
145742,5,rpm,178,267,5.0,5.0,533,3661,0,571,0.554,1
145762,5,rpm,490,267,5.0,5.0,533,3661,0,572,0.554,1
145783,5,rpm,521,267,5.0,5.0,533,3661,0,572,0.555,1
145803,5,rpm,275,267,5.0,5.0,533,3661,0,572,0.555,1
145824,5,rpm,949,267,5.0,5.0,533,3661,0,572,0.555,1
145844,5,rpm,80,267,5.0,5.0,533,3661,0,572,0.555,1
145865,5,rpm,283,267,5.0,5.0,533,3661,0,572,0.555,1
145886,5,rpm,840,267,5.0,5.0,533,3661,0,572,0.555,1
145906,5,rpm,129,267,5.0,5.0,533,3661,0,572,0.555,1
145927,5,rpm,272,267,5.0,5.0,533,3661,0,572,0.555,1
145948,5,rpm,773,268,5.0,5.0,533,3661,0,572,0.555,1
145968,5,rpm,160,268,5.0,5.0,533,3661,0,572,0.555,1
145989,5,rpm,542,268,5.0,5.0,533,3661,0,573,0.555,1
146010,5,rpm,335,268,5.0,5.0,533,3661,0,573,0.555,1
146030,5,rpm,208,268,5.0,5.0,533,3661,0,573,0.556,1
146051,5,rpm,813,268,5.0,5.0,533,3661,0,573,0.556,1
146071,5,rpm,70,268,5.0,5.0,533,3661,0,573,0.556,1
146092,5,rpm,183,268,5.0,5.0,533,3661,0,573,0.556,1
146113,5,rpm,650,268,5.0,5.0,533,3661,0,573,0.556,1
146133,5,rpm,98,268,5.0,5.0,533,3661,0,573,0.556,1
146154,5,rpm,171,268,5.0,5.0,533,3661,0,573,0.556,1
146175,5,rpm,-352,268,5.0,5.0,533,3661,0,573,0.556,1
146195,5,rpm,-24,268,5.0,5.0,533,3661,0,573,0.556,1
146216,5,rpm,-10,268,5.0,5.0,533,3661,0,574,0.556,1
146236,5,rpm,-1137,268,5.0,5.0,533,3661,0,574,0.556,1
146257,5,rpm,-919,269,5.0,5.0,533,3661,0,574,0.557,1
146278,5,rpm,-230,269,5.0,5.0,533,3661,0,574,0.557,1
146298,5,rpm,-34,269,5.0,5.0,533,3661,0,574,0.557,1
146319,5,rpm,-16,269,5.0,5.0,533,3661,0,574,0.557,1
146340,5,rpm,-35,269,5.0,5.0,533,3661,0,574,0.557,1
146360,5,rpm,-46,269,5.0,5.0,533,3661,0,574,0.557,1
146381,5,rpm,-75,269,5.0,5.0,533,3661,0,574,0.557,1
146401,5,rpm,-51,269,5.0,5.0,533,3661,0,574,0.557,1
146422,5,rpm,-40,269,5.0,5.0,533,3661,0,575,0.557,1
146443,5,rpm,-64,269,5.0,5.0,533,3661,0,575,0.557,1
146463,5,rpm,-25,270,5.0,5.0,533,3661,0,575,0.557,1
146484,5,rpm,-37,270,5.0,5.0,533,3661,0,575,0.558,1
146505,5,rpm,-33,270,5.0,5.0,533,3661,0,575,0.558,1
146525,5,rpm,-15,270,5.0,5.0,533,3661,0,575,0.558,1
146546,5,rpm,-17,270,5.0,5.0,533,3661,0,575,0.558,1
146566,5,rpm,-3,270,5.0,5.0,533,3661,0,575,0.558,1
146587,5,rpm,-2,270,5.0,5.0,533,3661,0,575,0.558,1
146607,5,rpm,4,270,5.0,5.0,533,3661,0,575,0.558,1
146628,5,rpm,37,270,5.0,5.0,533,3661,0,575,0.558,1
146649,5,rpm,31,271,5.0,5.0,533,3661,0,576,0.558,1
146669,5,rpm,114,271,5.0,5.0,533,3661,0,576,0.558,1
146690,5,rpm,73,271,5.0,5.0,533,3661,0,576,0.558,1
146711,5,rpm,102,271,5.0,5.0,533,3661,0,576,0.559,1
146731,5,rpm,323,271,5.0,5.0,533,3661,0,576,0.559,1
146752,5,rpm,80,271,5.0,5.0,533,3661,0,576,0.559,1
146772,5,rpm,152,271,5.0,5.0,533,3661,0,576,0.559,1
146793,5,rpm,512,271,5.0,5.0,533,3661,0,576,0.559,1
146813,5,rpm,122,271,5.0,5.0,533,3661,0,576,0.559,1
146834,5,rpm,377,272,5.0,5.0,533,3661,0,576,0.559,1
146855,5,rpm,555,272,5.0,5.0,533,3661,0,576,0.559,1
146875,5,rpm,207,272,5.0,5.0,533,3661,0,577,0.559,1
146896,5,rpm,953,272,5.0,5.0,533,3661,0,577,0.559,1
146917,5,rpm,88,272,5.0,5.0,533,3661,0,577,0.559,1
146937,5,rpm,290,272,5.0,5.0,533,3661,0,577,0.56,1
146958,5,rpm,899,272,5.0,5.0,533,3661,0,577,0.56,1
146978,5,rpm,135,272,5.0,5.0,533,3661,0,577,0.56,1
146999,5,rpm,343,272,5.0,5.0,533,3661,0,577,0.56,1
147020,5,rpm,855,272,5.0,5.0,533,3661,0,577,0.56,1
147040,5,rpm,206,272,5.0,5.0,533,3661,0,577,0.56,1
147061,5,rpm,711,272,5.0,5.0,533,3661,0,577,0.56,1
147081,5,rpm,354,272,5.0,5.0,533,3661,0,577,0.56,1
147102,5,rpm,324,272,5.0,5.0,533,3661,0,578,0.56,1
147122,5,rpm,1003,272,5.0,5.0,533,3661,0,578,0.56,1
147143,5,rpm,115,272,5.0,5.0,533,3661,0,578,0.56,1
147164,5,rpm,381,272,5.0,5.0,533,3661,0,578,0.561,1
147184,5,rpm,888,272,5.0,5.0,533,3661,0,578,0.561,1
147205,5,rpm,167,273,5.0,5.0,533,3661,0,578,0.561,1
147225,5,rpm,375,273,5.0,5.0,533,3661,0,578,0.561,1
147246,5,rpm,733,273,5.0,5.0,533,3661,0,578,0.561,1
147267,5,rpm,236,273,5.0,5.0,533,3661,0,578,0.561,1
147287,5,rpm,889,273,5.0,5.0,533,3661,0,578,0.561,1
147308,5,rpm,143,272,5.0,5.0,533,3661,0,579,0.561,1
147329,5,rpm,341,272,5.0,5.0,533,3661,0,579,0.561,1
