t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn,mitos,,sensirion_ul_AVG,mitos_ul_AVG,weighed_mass_g,flow_box_weight_g,,sensirion_ul_CV_raw,sensirion_ul_CV_filtered,mitos_ul_CV
794792,500,uL/min,291,496,9.6,5,1025,1904,0,4117,3.993,1,,,,,,,,,,
794813,500,uL/min,475,496,9.6,5,1025,1904,0,4117,3.993,1,,,,,,,,,,
794834,500,uL/min,848,496,9.6,5,1025,1904,0,4117,3.993,1,,,,,,,,,,
794855,500,uL/min,766,496,9.6,5,1025,1904,0,4117,3.994,1,,,,,,,,,,
794876,500,uL/min,465,496,9.6,5,1025,1904,0,4117,3.994,1,,,,,,,,,,
794897,500,uL/min,865,496,9.6,5,1025,1904,0,4117,3.994,1,,,,,,,,,,
794918,500,uL/min,1272,496,9.6,5,1025,1904,0,4118,3.994,1,,,,,,,,,,
794939,500,uL/min,648,496,9.6,5,1025,1904,0,4118,3.994,1,,,,,,,,,,
794960,500,uL/min,677,497,9.6,5,1025,1904,0,4118,3.994,1,,,,,,,,,,
794981,500,uL/min,1228,497,9.6,5,1025,1904,0,4118,3.995,1,,,,,,,,,,
795002,500,uL/min,1037,497,9.6,5,1025,1904,0,4118,3.995,1,,,,,,,,,,
795024,500,uL/min,589,497,9.6,5,1025,1904,0,4119,3.995,1,,,,,,,,,,
795045,500,uL/min,811,497,9.6,5,1025,1904,0,4119,3.995,1,,,,,,,,,,
795066,500,uL/min,1234,497,9.6,5,1025,1904,0,4119,3.995,1,,,,,,,,,,
795087,500,uL/min,640,497,9.6,5,1025,1904,0,4119,3.995,1,,,,,,,,,,
795108,500,uL/min,716,497,9.6,5,1025,1904,0,4119,3.996,1,,,,,,,,,,
795129,500,uL/min,1064,497,9.6,5,1025,1904,0,4119,3.996,1,,,,,,,,,,
795150,500,uL/min,1103,497,9.6,5,1025,1904,0,4120,3.996,1,,,,,,,,,,
795171,500,uL/min,605,497,9.6,5,1025,1904,0,4120,3.996,1,,,,,,,,,,
795192,500,uL/min,783,497,9.6,5,1025,1904,0,4120,3.996,1,,,,,,,,,,
795213,500,uL/min,1182,497,9.6,5,1025,1904,0,4120,3.996,1,,,,,,,,,,
795234,500,uL/min,641,497,9.6,5,1025,1904,0,4120,3.997,1,,,,,,,,,,
795255,500,uL/min,717,498,9.6,5,1025,1904,0,4120,3.997,1,,,,,,,,,,
795277,500,uL/min,961,498,9.6,5,1025,1904,0,4121,3.997,1,,,,,,,,,,
795298,500,uL/min,983,498,9.6,5,1025,1904,0,4121,3.997,1,,,,,,,,,,
795319,500,uL/min,481,498,9.6,5,1025,1904,0,4121,3.997,1,,,,,,,,,,
795340,500,uL/min,627,498,9.6,5,1025,1904,0,4121,3.998,1,,,,,,,,,,
795361,500,uL/min,867,498,9.6,5,1025,1904,0,4121,3.998,1,,,,,,,,,,
795382,500,uL/min,484,498,9.6,5,1025,1904,0,4121,3.998,1,,,,,,,,,,
795403,500,uL/min,441,498,9.6,5,1025,1904,0,4122,3.998,1,,,,,,,,,,
795424,500,uL/min,561,498,9.6,5,1025,1904,0,4122,3.998,1,,,,,,,,,,
795445,500,uL/min,604,498,9.6,5,1025,1904,0,4122,3.998,1,,,,,,,,,,
795466,500,uL/min,-35,498,9.6,5,1025,1904,0,4122,3.999,1,,,,,,,,,,
795487,500,uL/min,-635,498,9.6,5,1025,1904,0,4122,3.999,1,,,,,,,,,,
795508,500,uL/min,-1533,498,9.6,5,1025,1904,0,4123,3.999,1,,,,,,,,,,
795530,500,uL/min,-170,498,9.6,5,1025,1904,0,4123,3.999,1,,,,,,,,,,
795551,500,uL/min,-85,498,9.6,5,1025,1904,0,4123,3.999,1,,,,,,,,,,
795572,500,uL/min,-60,498,9.6,5,1025,1904,0,4123,3.999,1,,,,,,,,,,
795593,500,uL/min,-100,498,9.6,5,1025,1904,0,4123,4,1,,,,,,,,,,
795614,500,uL/min,-77,498,9.6,5,1025,1904,0,4123,4,1,,,,,,,,,,
795635,500,uL/min,-48,498,9.6,5,1025,1904,0,4124,4,1,,,,,,,,,,
795656,500,uL/min,-18,498,9.6,5,1025,1904,0,4124,4,1,,,,,,,,,,
795677,500,uL/min,4,499,9.6,5,1025,1904,0,4124,4,1,,,,,,,,,,
795698,500,uL/min,51,499,9.6,5,1025,1904,0,4124,4,1,,,,,,,,,,
795720,500,uL/min,210,499,9.6,5,1025,1904,0,4124,4.001,1,,,,,,,,,,
795741,500,uL/min,454,499,9.6,5,1025,1904,0,4124,4.001,1,,,,,,,,,,
795762,500,uL/min,285,499,9.6,5,1025,1904,0,4125,4.001,1,,,,,,,,,,
795783,500,uL/min,505,499,9.6,5,1025,1905,0,4125,4.001,1,,,,,,,,,,
795804,500,uL/min,784,499,9.6,5,1025,1905,0,4125,4.001,1,,,,,,,,,,
795825,500,uL/min,972,499,9.6,5,1025,1905,0,4125,4.001,1,,,,,,,,,,
795846,500,uL/min,459,499,9.6,5,1025,1905,0,4125,4.002,1,,,,,,,,,,
795867,500,uL/min,713,499,9.6,5,1025,1905,0,4126,4.002,1,,,,,,,,,,
795888,500,uL/min,1230,499,9.6,5,1025,1905,0,4126,4.002,1,,,,,,,,,,
795909,500,uL/min,674,499,9.6,5,1025,1905,0,4126,4.002,1,,,,,,,,,,
795930,500,uL/min,759,499,9.6,5,1025,1905,0,4126,4.002,1,,,,,,,,,,
795952,500,uL/min,1025,499,9.6,5,1025,1905,0,4126,4.002,1,,,,,,,,,,
795973,500,uL/min,1199,499,9.6,5,1025,1905,0,4126,4.003,1,,,,,,,,,,
795994,500,uL/min,598,499,9.6,5,1025,1904,0,4127,4.003,1,,,,,,,,,,
796015,500,uL/min,698,499,9.6,5,1025,1904,0,4127,4.003,1,,,,,,,,,,
796036,500,uL/min,1145,499,9.6,5,1025,1904,0,4127,4.003,1,,,,,,,,,,
796057,500,uL/min,740,499,9.6,5,1025,1904,0,4127,4.003,1,,,,,,,,,,
796078,500,uL/min,750,499,9.6,5,1025,1904,0,4127,4.003,1,,,,,,,,,,
796099,500,uL/min,905,499,9.6,5,1025,1904,0,4127,4.004,1,,,,,,,,,,
796120,500,uL/min,1199,499,9.6,5,1025,1904,0,4128,4.004,1,,,,,,,,,,
796142,500,uL/min,618,499,9.6,5,1025,1904,0,4128,4.004,1,,,,,,,,,,
796163,500,uL/min,708,499,9.6,5,1025,1904,0,4128,4.004,1,,,,,,,,,,
796184,500,uL/min,1104,499,9.6,5,1025,1904,0,4128,4.004,1,,,,,,,,,,
796205,500,uL/min,830,499,9.6,5,1026,1903,0,4128,4.004,1,,,,,,,,,,
796226,500,uL/min,591,499,9.6,5,1026,1903,0,4129,4.005,1,,,,,,,,,,
796247,500,uL/min,809,499,9.6,5,1026,1903,0,4129,4.005,1,,,,,,,,,,
796268,500,uL/min,1031,499,9.6,5,1026,1903,0,4129,4.005,1,,,,,,,,,,
796289,500,uL/min,499,499,9.6,5,1026,1903,0,4129,4.005,1,,,,,,,,,,
796310,500,uL/min,607,499,9.6,5,1026,1903,0,4129,4.005,1,,,,,,,,,,
796331,500,uL/min,783,499,9.6,5,1026,1903,0,4129,4.006,1,,,,,,,,,,
796352,500,uL/min,633,499,9.6,5,1026,1903,0,4130,4.006,1,,,,,,,,,,
796373,500,uL/min,343,499,9.6,5,1026,1903,0,4130,4.006,1,,,,,,,,,,
796395,500,uL/min,520,499,9.6,5,1026,1903,0,4130,4.006,1,,,,,,,,,,
796416,500,uL/min,627,499,9.6,5,1026,1903,0,4130,4.006,1,,,,,,,,,,
796437,500,uL/min,274,499,9.6,5,1026,1903,0,4130,4.006,1,,,,,,,,,,
796458,500,uL/min,330,499,9.6,5,1026,1903,0,4130,4.007,1,,,,,,,,,,
796479,500,uL/min,-468,499,9.6,5,1026,1903,0,4131,4.007,1,,,,,,,,,,
796500,500,uL/min,-1043,499,9.6,5,1026,1903,0,4131,4.007,1,,,,,,,,,,
796521,500,uL/min,-198,499,9.6,5,1026,1903,0,4131,4.007,1,,,,,,,,,,
796542,500,uL/min,-87,499,9.6,5,1026,1903,0,4131,4.007,1,,,,,,,,,,
796563,500,uL/min,-56,499,9.6,5,1026,1903,0,4131,4.007,1,,,,,,,,,,
796584,500,uL/min,-82,499,9.6,5,1026,1903,0,4131,4.008,1,,,,,,,,,,
796606,500,uL/min,-107,499,9.6,5,1026,1903,0,4132,4.008,1,,,,,,,,,,
796627,500,uL/min,-51,499,9.6,5,1026,1903,0,4132,4.008,1,,,,,,,,,,
796648,500,uL/min,-8,499,9.6,5,1026,1903,0,4132,4.008,1,,,,,,,,,,
796669,500,uL/min,22,499,9.6,5,1026,1903,0,4132,4.008,1,,,,,,,,,,
796690,500,uL/min,78,499,9.6,5,1026,1903,0,4132,4.008,1,,,,,,,,,,
796711,500,uL/min,294,499,9.6,5,1026,1903,0,4133,4.009,1,,,,,,,,,,
796732,500,uL/min,352,499,9.6,5,1026,1903,0,4133,4.009,1,,,,,,,,,,
796753,500,uL/min,374,499,9.6,5,1026,1903,0,4133,4.009,1,,,,,,,,,,
796775,500,uL/min,627,499,9.6,5,1026,1903,0,4133,4.009,1,,,,,,,,,,
796796,500,uL/min,856,499,9.6,5,1026,1903,0,4133,4.009,1,,,,,,,,,,
796817,500,uL/min,455,499,9.6,5,1026,1903,0,4133,4.009,1,,,,,,,,,,
796838,500,uL/min,679,499,9.6,5,1026,1902,0,4134,4.01,1,,,,,,,,,,
796859,500,uL/min,1075,499,9.6,5,1026,1902,0,4134,4.01,1,,,,,,,,,,
796880,500,uL/min,1120,499,9.6,5,1026,1902,0,4134,4.01,1,,,,,,,,,,
796901,500,uL/min,550,499,9.6,5,1026,1902,0,4134,4.01,1,,,,,,,,,,
796922,500,uL/min,761,499,9.6,5,1026,1902,0,4134,4.01,1,,,,,,,,,,
796943,500,uL/min,1245,499,9.6,5,1026,1902,0,4134,4.01,1,,,,,,,,,,
796965,500,uL/min,664,499,9.6,5,1026,1902,0,4135,4.011,1,,,,,,,,,,
796986,500,uL/min,724,499,9.6,5,1026,1902,0,4135,4.011,1,,,,,,,,,,
797007,500,uL/min,994,499,9.6,5,1026,1902,0,4135,4.011,1,,,,,,,,,,
797028,500,uL/min,1162,499,9.6,5,1026,1902,0,4135,4.011,1,,,,,,,,,,
797049,500,uL/min,602,499,9.6,5,1026,1902,0,4135,4.011,1,,,,,,,,,,
797070,500,uL/min,676,499,9.6,5,1026,1902,0,4136,4.011,1,,,,,,,,,,
797091,500,uL/min,1194,499,9.6,5,1026,1902,0,4136,4.012,1,,,,,,,,,,
797112,500,uL/min,726,499,9.6,5,1026,1902,0,4136,4.012,1,,,,,,,,,,
797133,500,uL/min,690,499,9.6,5,1026,1902,0,4136,4.012,1,,,,,,,,,,
797155,500,uL/min,869,499,9.6,5,1027,1901,0,4136,4.012,1,,,,,,,,,,
797176,500,uL/min,1123,499,9.6,5,1027,1901,0,4136,4.012,1,,,,,,,,,,
797197,500,uL/min,536,498,9.6,5,1027,1901,0,4137,4.012,1,,,,,,,,,,
797218,500,uL/min,640,498,9.6,5,1027,1901,0,4137,4.013,1,,,,,,,,,,
797239,500,uL/min,967,498,9.6,5,1027,1901,0,4137,4.013,1,,,,,,,,,,
797260,500,uL/min,685,498,9.6,5,1027,1900,0,4137,4.013,1,,,,,,,,,,
797281,500,uL/min,493,498,9.6,5,1027,1900,0,4137,4.013,1,,,,,,,,,,
797302,500,uL/min,693,498,9.6,5,1027,1900,0,4137,4.013,1,,,,,,,,,,
797323,500,uL/min,858,498,9.6,5,1027,1900,0,4138,4.014,1,,,,,,,,,,
797344,500,uL/min,383,498,9.6,5,1027,1900,0,4138,4.014,1,,,,,,,,,,
797366,500,uL/min,536,498,9.6,5,1027,1900,0,4138,4.014,1,,,,,,,,,,
797387,500,uL/min,580,498,9.6,5,1027,1900,0,4138,4.014,1,,,,,,,,,,
797408,500,uL/min,511,498,9.6,5,1027,1900,0,4138,4.014,1,,,,,,,,,,
797429,500,uL/min,260,498,9.6,5,1027,1900,0,4139,4.014,1,,,,,,,,,,
797450,500,uL/min,-72,498,9.6,5,1027,1900,0,4139,4.015,1,,,,,,,,,,
797471,500,uL/min,-1399,498,9.6,5,1027,1900,0,4139,4.015,1,,,,,,,,,,
797492,500,uL/min,-364,498,9.6,5,1027,1900,0,4139,4.015,1,,,,,,,,,,
797513,500,uL/min,-237,498,9.6,5,1027,1900,0,4139,4.015,1,,,,,,,,,,
797534,500,uL/min,-73,498,9.6,5,1027,1900,0,4139,4.015,1,,,,,,,,,,
797555,500,uL/min,-63,498,9.6,5,1027,1900,0,4140,4.015,1,,,,,,,,,,
797577,500,uL/min,-85,498,9.6,5,1028,1899,0,4140,4.016,1,,,,,,,,,,
797598,500,uL/min,-62,498,9.6,5,1028,1899,0,4140,4.016,1,,,,,,,,,,
797619,500,uL/min,-31,498,9.6,5,1028,1899,0,4140,4.016,1,,,,,,,,,,
797640,500,uL/min,-5,498,9.6,5,1028,1899,0,4140,4.016,1,,,,,,,,,,
797661,500,uL/min,24,498,9.6,5,1028,1899,0,4140,4.016,1,,,,,,,,,,
797682,500,uL/min,149,498,9.6,5,1028,1899,0,4141,4.016,1,,,,,,,,,,
797703,500,uL/min,395,498,9.6,5,1028,1899,0,4141,4.017,1,,,,,,,,,,
797724,500,uL/min,277,497,9.6,5,1028,1899,0,4141,4.017,1,,,,,,,,,,
797745,500,uL/min,469,497,9.6,5,1028,1899,0,4141,4.017,1,,,,,,,,,,
797767,500,uL/min,800,497,9.6,5,1028,1899,0,4141,4.017,1,,,,,,,,,,
797788,500,uL/min,712,497,9.6,5,1028,1899,0,4141,4.017,1,,,,,,,,,,
797809,500,uL/min,495,497,9.6,5,1028,1899,0,4142,4.017,1,,,,,,,,,,
797830,500,uL/min,755,497,9.6,5,1028,1899,0,4142,4.018,1,,,,,,,,,,
797851,500,uL/min,1189,497,9.6,5,1028,1899,0,4142,4.018,1,,,,,,,,,,
797872,500,uL/min,659,497,9.6,5,1028,1899,0,4142,4.018,1,,,,,,,,,,
797893,500,uL/min,711,497,9.6,5,1028,1899,0,4142,4.018,1,,,,,,,,,,
797914,500,uL/min,1106,497,9.6,5,1028,1899,0,4143,4.018,1,,,,,,,,,,
797935,500,uL/min,1243,497,9.6,5,1028,1899,0,4143,4.018,1,,,,,,,,,,
797956,500,uL/min,595,497,9.6,5,1028,1899,0,4143,4.019,1,,,,,,,,,,
797978,500,uL/min,628,497,9.6,5,1028,1899,0,4143,4.019,1,,,,,,,,,,
797999,500,uL/min,1120,497,9.6,5,1029,1898,0,4143,4.019,1,,,,,,,,,,
798020,500,uL/min,700,497,9.6,5,1029,1898,0,4143,4.019,1,,,,,,,,,,
798041,500,uL/min,772,497,9.6,5,1029,1898,0,4144,4.019,1,,,,,,,,,,
798062,500,uL/min,946,497,9.6,5,1029,1898,0,4144,4.019,1,,,,,,,,,,
798083,500,uL/min,1221,497,9.6,5,1029,1898,0,4144,4.02,1,,,,,,,,,,
798104,500,uL/min,629,497,9.6,5,1029,1897,0,4144,4.02,1,,,,,,,,,,
798125,500,uL/min,648,497,9.6,5,1029,1897,0,4144,4.02,1,,,,,,,,,,
798146,500,uL/min,1071,497,9.6,5,1029,1897,0,4144,4.02,1,,,,,,,,,,
798167,500,uL/min,809,497,9.6,5,1029,1897,0,4145,4.02,1,,,,,,,,,,
798188,500,uL/min,567,497,9.6,5,1029,1897,0,4145,4.02,1,,,,,,,,,,
798209,500,uL/min,746,496,9.7,5,1030,1896,0,4145,4.021,1,,,,,,,,,,
798230,500,uL/min,1017,496,9.7,5,1030,1896,0,4145,4.021,1,,,,,,,,,,
798251,500,uL/min,488,496,9.7,5,1030,1896,0,4145,4.021,1,,,,,,,,,,
798273,500,uL/min,585,496,9.7,5,1030,1896,0,4146,4.021,1,,,,,,,,,,
798294,500,uL/min,810,496,9.7,5,1030,1896,0,4146,4.021,1,,,,,,,,,,
798315,500,uL/min,641,496,9.7,5,1030,1896,0,4146,4.021,1,,,,,,,,,,
798336,500,uL/min,350,496,9.7,5,1030,1896,0,4146,4.022,1,,,,,,,,,,
798357,500,uL/min,493,496,9.7,5,1030,1896,0,4146,4.022,1,,,,,,,,,,
798378,500,uL/min,614,496,9.7,5,1030,1896,0,4146,4.022,1,,,,,,,,,,
798399,500,uL/min,299,496,9.7,5,1030,1896,0,4147,4.022,1,,,,,,,,,,
798420,500,uL/min,349,496,9.7,5,1030,1895,0,4147,4.022,1,,,,,,,,,,
798441,500,uL/min,-413,496,9.7,5,1030,1895,0,4147,4.022,1,,,,,,,,,,
798462,500,uL/min,-943,496,9.7,5,1030,1895,0,4147,4.023,1,,,,,,,,,,
798484,500,uL/min,-180,496,9.7,5,1030,1895,0,4147,4.023,1,,,,,,,,,,
798505,500,uL/min,-57,496,9.7,5,1030,1895,0,4147,4.023,1,,,,,,,,,,
798526,500,uL/min,-36,496,9.7,5,1030,1895,0,4148,4.023,1,,,,,,,,,,
798547,500,uL/min,-77,496,9.7,5,1030,1895,0,4148,4.023,1,,,,,,,,,,
798568,500,uL/min,-74,496,9.7,5,1030,1895,0,4148,4.024,1,,,,,,,,,,
798589,500,uL/min,-60,495,9.7,5,1030,1895,0,4148,4.024,1,,,,,,,,,,
798610,500,uL/min,-20,495,9.7,5,1030,1895,0,4148,4.024,1,,,,,,,,,,
798631,500,uL/min,7,495,9.7,5,1030,1895,0,4148,4.024,1,,,,,,,,,,
798653,500,uL/min,72,495,9.7,5,1030,1895,0,4149,4.024,1,,,,,,,,,,
798674,500,uL/min,279,495,9.7,5,1030,1895,0,4149,4.024,1,,,,,,,,,,
798695,500,uL/min,420,495,9.7,5,1030,1895,0,4149,4.025,1,,,,,,,,,,
798716,500,uL/min,332,495,9.7,5,1030,1895,0,4149,4.025,1,,,,,,,,,,
798737,500,uL/min,660,495,9.7,5,1031,1894,0,4149,4.025,1,,,,,,,,,,
798758,500,uL/min,937,495,9.7,5,1031,1894,0,4150,4.025,1,,,,,,,,,,
798779,500,uL/min,520,495,9.7,5,1031,1894,0,4150,4.025,1,,,,,,,,,,
798800,500,uL/min,671,495,9.7,5,1031,1894,0,4150,4.025,1,,,,,,,,,,
798821,500,uL/min,920,495,9.7,5,1031,1894,0,4150,4.026,1,,,,,,,,,,
798842,500,uL/min,1132,495,9.7,5,1031,1894,0,4150,4.026,1,,,,,,,,,,
798863,500,uL/min,671,495,9.7,5,1031,1894,0,4150,4.026,1,,,,,,,,,,
798885,500,uL/min,680,495,9.7,5,1031,1894,0,4151,4.026,1,,,,,,,,,,
798906,500,uL/min,1133,495,9.7,5,1031,1894,0,4151,4.026,1,,,,,,,,,,
798927,500,uL/min,929,495,9.7,5,1031,1894,0,4151,4.026,1,,,,,,,,,,
798948,500,uL/min,590,495,9.7,5,1031,1893,0,4151,4.027,1,,,,,,,,,,
798969,500,uL/min,757,495,9.7,5,1031,1893,0,4151,4.027,1,,,,,,,,,,
798990,500,uL/min,1135,495,9.7,5,1031,1893,0,4151,4.027,1,,,,,,,,,,
799011,500,uL/min,611,495,9.7,5,1031,1893,0,4152,4.027,1,,,,,,,,,,
799032,500,uL/min,735,495,9.7,5,1031,1893,0,4152,4.027,1,,,,,,,,,,
799053,500,uL/min,1002,495,9.7,5,1032,1892,0,4152,4.027,1,,,,,,,,,,
799074,500,uL/min,1122,495,9.7,5,1032,1892,0,4152,4.028,1,,,,,,,,,,
799096,500,uL/min,565,494,9.7,5,1032,1892,0,4152,4.028,1,,,,,,,,,,
799117,500,uL/min,696,494,9.7,5,1032,1892,0,4152,4.028,1,,,,,,,,,,
799138,500,uL/min,1066,494,9.7,5,1032,1892,0,4153,4.028,1,,,,,,,,,,
799159,500,uL/min,851,494,9.7,5,1032,1891,0,4153,4.028,1,,,,,,,,,,
799180,500,uL/min,556,494,9.7,5,1032,1891,0,4153,4.028,1,,,,,,,,,,
799201,500,uL/min,745,494,9.7,5,1032,1891,0,4153,4.029,1,,,,,,,,,,
799222,500,uL/min,979,494,9.7,5,1032,1891,0,4153,4.029,1,,,,,,,,,,
799243,500,uL/min,424,494,9.7,5,1032,1891,0,4154,4.029,1,,,,,,,,,,
799264,500,uL/min,575,494,9.7,5,1032,1891,0,4154,4.029,1,,,,,,,,,,
799285,500,uL/min,723,494,9.7,5,1032,1891,0,4154,4.029,1,,,,,,,,,,
799306,500,uL/min,598,494,9.7,5,1032,1891,0,4154,4.029,1,,,,,,,,,,
799327,500,uL/min,333,494,9.7,5,1032,1891,0,4154,4.03,1,,,,,,,,,,
799349,500,uL/min,458,494,9.7,5,1032,1891,0,4154,4.03,1,,,,,,,,,,
799370,500,uL/min,527,494,9.7,5,1033,1890,0,4155,4.03,1,,,,,,,,,,
799391,500,uL/min,-233,494,9.7,5,1033,1890,0,4155,4.03,1,,,,,,,,,,
799412,500,uL/min,-621,494,9.7,5,1033,1890,0,4155,4.03,1,,,,,,,,,,
799433,500,uL/min,-718,494,9.7,5,1033,1890,0,4155,4.03,1,,,,,,,,,,
799454,500,uL/min,-174,494,9.7,5,1033,1890,0,4155,4.031,1,,,,,,,,,,
799475,500,uL/min,-29,494,9.7,5,1033,1890,0,4155,4.031,1,,,,,,,,,,
799496,500,uL/min,-24,494,9.7,5,1033,1890,0,4156,4.031,1,,,,,,,,,,
799517,500,uL/min,-102,494,9.7,5,1033,1890,0,4156,4.031,1,,,,,,,,,,
799539,500,uL/min,-101,493,9.7,5,1033,1890,0,4156,4.031,1,,,,,,,,,,
799560,500,uL/min,-21,493,9.7,5,1033,1890,0,4156,4.031,1,,,,,,,,,,
799581,500,uL/min,-1,493,9.7,5,1033,1890,0,4156,4.032,1,,,,,,,,,,
799602,500,uL/min,29,493,9.7,5,1033,1890,0,4156,4.032,1,,,,,,,,,,
799623,500,uL/min,68,493,9.7,5,1033,1890,0,4157,4.032,1,,,,,,,,,,
799644,500,uL/min,224,493,9.7,5,1033,1890,0,4157,4.032,1,,,,,,,,,,
799665,500,uL/min,498,493,9.7,5,1033,1890,0,4157,4.032,1,,,,,,,,,,
799686,500,uL/min,791,493,9.7,5,1033,1889,0,4157,4.032,1,,,,,,,,,,
799707,500,uL/min,366,493,9.7,5,1033,1889,0,4157,4.033,1,,,,,,,,,,
799728,500,uL/min,649,493,9.7,5,1033,1889,0,4158,4.033,1,,,,,,,,,,
799749,500,uL/min,1008,493,9.7,5,1033,1889,0,4158,4.033,1,,,,,,,,,,
799771,500,uL/min,666,493,9.7,5,1033,1889,0,4158,4.033,1,,,,,,,,,,
799792,500,uL/min,696,493,9.7,5,1033,1889,0,4158,4.033,1,,,,,,,,,,
799813,500,uL/min,865,493,9.7,5,1033,1889,0,4158,4.033,1,,,,,,,,,,
799834,500,uL/min,1223,493,9.7,5,1033,1889,0,4158,4.034,1,,,,,,,,,,
799855,500,uL/min,665,493,9.7,5,1033,1889,0,4159,4.034,1,,,,,,,,,,
799876,500,uL/min,744,493,9.7,5,1033,1889,0,4159,4.034,1,,,,,,,,,,
799897,500,uL/min,1052,493,9.7,5,1034,1888,0,4159,4.034,1,,,,,,,,,,
799918,500,uL/min,1104,493,9.7,5,1034,1888,0,4159,4.034,1,,,,,,,,,,
799939,500,uL/min,569,493,9.7,5,1034,1888,0,4159,4.034,1,,,,,,,,,,
799961,500,uL/min,690,493,9.7,5,1034,1888,0,4159,4.035,1,,,,,,,,,,
799982,500,uL/min,1110,493,9.7,5,1034,1888,0,4160,4.035,1,,,,,,,,,,
800003,500,uL/min,701,493,9.7,5,1034,1887,0,4160,4.035,1,,,,,,,,,,
800024,500,uL/min,773,493,9.7,5,1034,1887,0,4160,4.035,1,,,,,,,,,,
800045,500,uL/min,844,493,9.7,5,1034,1887,0,4160,4.035,1,,,,,,,,,,
800066,500,uL/min,1181,493,9.7,5,1034,1887,0,4160,4.035,1,,,,,,,,,,
800087,500,uL/min,591,493,9.7,5,1034,1887,0,4160,4.036,1,,,,,,,,,,
800108,500,uL/min,654,493,9.7,5,1034,1887,0,4161,4.036,1,,,,,,,,,,
800129,500,uL/min,979,493,9.7,5,1034,1887,0,4161,4.036,1,,,,,,,,,,
800151,500,uL/min,953,493,9.7,5,1034,1887,0,4161,4.036,1,,,,,,,,,,
800172,500,uL/min,466,493,9.7,5,1034,1887,0,4161,4.036,1,,,,,,,,,,
800193,500,uL/min,670,493,9.7,5,1034,1887,0,4161,4.036,1,,,,,,,,,,
800214,500,uL/min,917,493,9.7,5,1035,1886,0,4162,4.037,1,,,,,,,,,,
800235,500,uL/min,445,493,9.7,5,1035,1886,0,4162,4.037,1,,,,,,,,,,
800256,500,uL/min,563,492,9.7,5,1035,1886,0,4162,4.037,1,,,,,,,,,,
800277,500,uL/min,617,492,9.7,5,1035,1886,0,4162,4.037,1,,,,,,,,,,
800298,500,uL/min,699,492,9.7,5,1035,1886,0,4162,4.037,1,,,,,,,,,,
800319,500,uL/min,270,492,9.7,5,1035,1886,0,4162,4.037,1,,,,,,,,,,
800340,500,uL/min,338,492,9.7,5,1035,1886,0,4163,4.038,1,,,,,,,,,,
800361,500,uL/min,-902,492,9.7,5,1035,1886,0,4163,4.038,1,,,,,,,,,,
800382,500,uL/min,-870,492,9.7,5,1035,1886,0,4163,4.038,1,,,,,,,,,,
800403,500,uL/min,-212,492,9.7,5,1035,1886,0,4163,4.038,1,,,,,,,,,,
800425,500,uL/min,-93,492,9.7,5,1036,1885,0,4163,4.038,1,,,,,,,,,,
800446,500,uL/min,-42,492,9.7,5,1036,1885,0,4163,4.039,1,,,,,,,,,,
800467,500,uL/min,-55,492,9.7,5,1036,1885,0,4164,4.039,1,,,,,,,,,,
800488,500,uL/min,-66,492,9.7,5,1036,1885,0,4164,4.039,1,,,,,,,,,,
800509,500,uL/min,-69,492,9.7,5,1036,1885,0,4164,4.039,1,,,,,,,,,,
800530,500,uL/min,-30,492,9.7,5,1036,1885,0,4164,4.039,1,,,,,,,,,,
800551,500,uL/min,3,492,9.7,5,1036,1885,0,4164,4.039,1,,,,,,,,,,
800572,500,uL/min,33,492,9.7,5,1036,1885,0,4164,4.04,1,,,,,,,,,,
800593,500,uL/min,212,492,9.7,5,1036,1885,0,4165,4.04,1,,,,,,,,,,
800614,500,uL/min,370,492,9.7,5,1036,1885,0,4165,4.04,1,,,,,,,,,,
800636,500,uL/min,301,492,9.7,5,1036,1885,0,4165,4.04,1,,,,,,,,,,
800657,500,uL/min,512,492,9.7,5,1036,1885,0,4165,4.04,1,,,,,,,,,,
800678,500,uL/min,859,492,9.7,5,1036,1885,0,4165,4.04,1,,,,,,,,,,
800699,500,uL/min,476,492,9.7,5,1036,1885,0,4165,4.041,1,,,,,,,,,,
800720,500,uL/min,664,492,9.7,5,1036,1885,0,4166,4.041,1,,,,,,,,,,
800741,500,uL/min,915,492,9.7,5,1036,1884,0,4166,4.041,1,,,,,,,,,,
800762,500,uL/min,1156,492,9.7,5,1036,1884,0,4166,4.041,1,,,,,,,,,,
800783,500,uL/min,563,492,9.7,5,1036,1884,0,4166,4.041,1,,,,,,,,,,
800804,500,uL/min,707,492,9.7,5,1036,1884,0,4166,4.041,1,,,,,,,,,,
800825,500,uL/min,1166,492,9.7,5,1036,1884,0,4167,4.042,1,,,,,,,,,,
800847,500,uL/min,1108,492,9.7,5,1036,1884,0,4167,4.042,1,,,,,,,,,,
800868,500,uL/min,563,492,9.7,5,1036,1884,0,4167,4.042,1,,,,,,,,,,
800889,500,uL/min,735,492,9.7,5,1036,1884,0,4167,4.042,1,,,,,,,,,,
800910,500,uL/min,1187,492,9.7,5,1036,1884,0,4167,4.042,1,,,,,,,,,,
800931,500,uL/min,594,492,9.7,5,1036,1884,0,4167,4.042,1,,,,,,,,,,
